init_node,term_node,travelTime,flow
1,73,12.21,7.444
1,74,2.9000000000000004,216.2
1,75,4.5600000000000005,24.02
1,76,4.5600000000000005,21.5
1,77,4.5600000000000005,12.41
1,78,5.420000000000001,10.0
1,79,2.9000000000000004,1.673
1,80,2.9000000000000004,3.308
1,81,4.5600000000000005,6.655
1,84,2.9000000000000004,49.62
1,85,2.9000000000000004,5.789
1,86,2.9000000000000004,1.654
1,87,4.5600000000000005,8.271
1,88,2.9000000000000004,2.481
1,89,2.9000000000000004,0.827
1,90,2.9000000000000004,9.098
1,91,13.26,2.481
1,92,11.89,9.098
1,93,11.89,4.962
1,94,14.503389830508473,4.135
1,95,15.200611075747936,15.71
1,97,15.200000000000005,1.654
1,98,11.83,1.654
1,100,11.89,7.444
1,101,14.50339122045345,20.73
1,102,11.83,40.64
1,103,4.5600000000000005,0.827
1,104,4.5600000000000005,5.789
1,105,2.9000000000000004,26.49
1,106,4.5600000000000005,2.481
1,107,2.9000000000000004,2.481
3,6,5.13,1.654
3,19,11.510000000000003,0.846
3,74,2.91,2.538
5,1,4.250015071590053,13.27
5,3,2.95,20.68
5,6,2.2399999999999998,8.271
5,7,1.5100000000000002,3.308
5,8,2.81,8.328
5,9,3.31,6.655
5,10,4.07,16.58
5,11,4.59,9.925
5,12,5.800000000000001,12.41
5,13,4.11,4.135
5,14,6.290000000000001,9.925
5,15,5.78,11.58
5,16,8.469999999999999,10.87
5,17,8.030000000000001,1.654
5,18,9.1,4.962
5,19,9.600000000000001,6.655
5,22,9.599999999999998,10.98
5,23,5.85,24.25
5,24,7.27001267694908,47.33
5,25,6.47,11.6
5,26,5.2,9.925
5,27,5.35,5.809
5,28,3.75,5.001
5,29,4.609999999999999,6.617
5,30,2.76,7.577
5,31,3.5199999999999996,9.155
5,32,2.28,7.444
5,33,8.46,28.58
5,34,6.8500000000000005,9.155
5,35,5.1499999999999995,35.83
5,36,5.0600000000000005,16.54
5,37,3.4899999999999993,34.93
5,38,10.161936758893281,7.596
5,39,8.48,2.481
5,40,9.48,4.135
5,41,6.34,6.674
5,42,6.210000000000001,4.962
5,43,6.720000000000001,5.789
5,44,4.56,35.68
5,45,5.22,23.98
5,46,12.021578947368422,2.481
5,50,8.560000000000002,6.617
5,51,8.31,3.308
5,52,7.200000000000001,6.617
5,53,6.05,8.271
5,62,8.32,4.962
5,63,9.45,1.654
5,64,8.62,1.654
5,68,11.67,10.81
5,70,10.55,4.135
5,71,11.950000000000001,3.308
5,74,3.7,28.12
5,75,6.670000000000001,25.98
5,76,5.36,0.827
5,78,7.0200000000000005,4.962
5,80,5.010000000000001,3.308
5,84,5.010000000000001,13.23
5,85,5.010000000000001,1.654
5,86,5.010000000000001,0.827
5,87,5.36,2.481
5,88,5.010000000000001,3.308
5,90,5.010000000000001,7.444
5,91,12.020000000000001,4.962
5,92,10.649999999999999,7.463
5,93,10.649999999999999,2.481
5,95,13.959999999999999,1.654
5,97,13.959999999999999,0.827
5,100,10.649999999999999,2.481
5,101,13.752002012072431,9.944
5,102,12.63,19.08
5,103,6.670000000000001,0.827
5,104,6.670000000000001,0.827
5,105,5.010000000000001,4.135
5,106,6.670000000000001,4.962
5,107,5.010000000000001,1.654
6,1,4.43,54.62
6,3,4.77,75.26
6,5,1.8199999999999998,20.87
6,7,2.0,38.2
6,8,1.5,43.41
6,9,3.34,32.35
6,10,2.96,28.16
6,11,3.51,79.46
6,12,4.8100000000000005,36.45
6,13,4.14,52.95
6,14,6.32,21.5
6,15,4.64,64.55
6,16,7.33,52.22
6,17,7.4700036616623935,27.31
6,18,7.83,29.06
6,19,8.920132295719844,25.7
6,20,10.65218181818182,3.308
6,21,9.13,4.962
6,22,9.169999999999998,4.193
6,23,5.42,61.81
6,24,6.43,84.45
6,25,6.289999999999999,30.75
6,26,6.9399999999999995,14.06
6,27,5.169999999999999,26.64
6,28,3.82,43.08
6,29,4.79,46.43
6,30,2.94,21.66
6,31,2.4099999999999997,77.2
6,32,1.96,34.04
6,33,7.220000000000001,36.62
6,34,5.580000000000001,69.09
6,35,4.25,132.7
6,36,3.79,73.76
6,37,2.2199999999999998,88.9
6,38,8.892088781830696,29.06
6,39,7.210000000000001,4.962
6,40,8.21,19.87
6,41,5.070051127120614,43.03
6,42,4.9399999999999995,34.76
6,43,5.450000000000001,33.14
6,44,3.29,115.6
6,45,3.95,62.95
6,46,10.75158536585366,0.827
6,47,9.580000000000002,1.654
6,48,10.78,4.135
6,49,8.94,4.962
6,50,7.290000000000002,11.66
6,51,7.040000000000002,17.37
6,52,5.9300000000000015,19.02
6,53,4.78,20.71
6,55,10.730000000000002,4.135
6,56,10.612580645161291,2.481
6,57,10.64258064516129,2.481
6,58,8.76,4.135
6,60,8.22,8.271
6,61,7.58,5.789
6,62,7.05,12.41
6,63,8.18,7.444
6,64,7.35,7.501
6,65,8.03,9.925
6,66,12.709999999999999,0.827
6,68,10.4,13.33
6,69,11.25,0.827
6,70,9.280000000000001,19.98
6,71,10.680000000000001,19.02
6,72,12.76,16.54
6,73,9.7,1.654
6,74,5.52,150.6
6,75,7.220000000000001,45.6
6,76,7.18,23.98
6,77,7.18,19.04
6,78,7.33,14.89
6,79,5.5600000000000005,1.654
6,80,5.5600000000000005,5.789
6,81,7.18,3.308
6,84,5.5600000000000005,36.39
6,85,5.5600000000000005,5.789
6,87,7.18,7.444
6,88,5.5600000000000005,6.617
6,89,5.5600000000000005,0.827
6,90,5.5600000000000005,17.37
6,91,10.749999999999998,4.962
6,92,9.38,24.81
6,93,9.38,13.23
6,94,12.482018072289158,13.29
6,95,12.69,11.58
6,97,12.69,4.962
6,98,14.450000000000001,5.789
6,99,9.38,0.827
6,100,9.38,14.89
6,101,12.482101090188308,50.45
6,102,14.450363636363637,70.4
6,103,7.220000000000001,3.327
6,104,7.220000000000001,1.654
6,105,5.5600000000000005,23.16
6,106,7.220000000000001,7.444
6,107,5.5600000000000005,1.654
7,1,4.62,49.68
7,3,4.65,85.19
7,5,1.7000000000000002,9.982
7,6,2.07,43.22
7,8,1.62,23.27
7,9,2.12,26.68
7,10,3.6300000000000003,20.68
7,11,4.15,47.16
7,12,4.609999999999999,15.71
7,13,2.92,21.5
7,14,5.1000000000000005,21.52
7,15,5.340000000000001,30.64
7,16,7.530056569812292,38.89
7,17,6.84,25.68
7,18,8.74,21.54
7,19,8.409999999999998,10.77
7,20,10.88,2.481
7,22,9.429999999999998,0.827
7,23,5.68,26.56
7,24,7.1,21.68
7,25,6.3,14.93
7,26,6.870000000000001,15.71
7,27,5.18,13.23
7,28,3.58,15.71
7,29,4.720000000000001,25.64
7,30,3.1300000000000003,19.95
7,31,3.3499999999999996,64.53
7,32,2.11,26.52
7,33,8.290000000000001,26.64
7,34,6.490000000000001,26.5
7,35,4.979999999999999,54.62
7,36,4.700000000000001,44.87
7,37,3.26,58.82
7,38,9.802104868913858,13.35
7,39,8.120000000000001,5.789
7,40,9.120000000000001,10.75
7,41,5.98,20.71
7,42,5.850000000000001,19.02
7,43,6.360000000000001,12.41
7,44,4.2,56.32
7,45,4.86,15.71
7,46,11.661585365853659,0.827
7,47,10.490000000000004,3.308
7,48,11.69,0.827
7,49,9.85,1.654
7,50,8.200000000000003,1.692
7,51,7.950000000000002,12.41
7,52,6.840000000000002,4.962
7,53,5.69,9.925
7,54,13.100000000000005,1.654
7,55,11.640000000000004,1.654
7,57,11.552560975609754,0.827
7,58,9.67,1.654
7,59,10.860000000000001,1.654
7,60,9.13,7.444
7,61,8.49,6.617
7,62,7.96,5.789
7,63,9.09,4.135
7,64,8.26,4.962
7,65,8.94,22.33
7,66,13.62,0.827
7,68,11.31,15.04
7,70,10.190000000000001,7.444
7,71,11.590000000000002,19.02
7,72,13.670072533849131,20.68
7,73,10.610000000000001,7.444
7,74,5.4,108.4
7,75,7.410000000000001,19.02
7,76,7.0600000000000005,9.925
7,77,7.0600000000000005,11.58
7,78,7.59,4.135
7,79,5.750000000000001,3.308
7,81,7.0600000000000005,4.962
7,83,7.0600000000000005,0.827
7,84,5.750000000000001,25.64
7,85,5.750000000000001,4.135
7,86,5.750000000000001,0.827
7,87,7.0600000000000005,10.75
7,89,5.750000000000001,0.827
7,90,5.750000000000001,5.789
7,91,11.660000000000002,5.789
7,92,10.29,13.23
7,93,10.29,13.23
7,94,13.391975806451613,7.444
7,95,13.6,10.75
7,96,10.29,0.827
7,97,13.6,4.135
7,98,14.33,1.654
7,100,10.29,10.75
7,101,13.391985058697973,28.12
7,102,14.330985451550918,36.43
7,103,7.410000000000001,0.827
7,105,5.750000000000001,15.71
7,106,7.410000000000001,2.481
8,1,5.33,29.02
8,3,5.95,57.89
8,5,3.0,4.154
8,6,1.5,16.62
8,7,1.62,8.271
8,9,1.84,8.271
8,10,2.0100000000000002,9.944
8,11,2.5300000000000002,35.68
8,12,3.8899999999999997,9.098
8,13,2.64,31.43
8,14,4.82,10.75
8,15,3.7199999999999998,28.97
8,16,6.409999999999999,32.29
8,17,6.550018321729571,27.29
8,18,7.120000000000001,13.27
8,19,8.0,7.463
8,20,9.942179176755449,4.135
8,21,8.420000000000002,0.827
8,22,9.059999999999999,0.827
8,23,5.3100000000000005,15.83
8,24,6.32,19.25
8,25,6.18,8.29
8,26,7.110000000000001,5.789
8,27,5.06,13.23
8,28,3.8200000000000003,25.64
8,29,4.960000000000001,23.2
8,30,3.8100000000000005,9.925
8,31,2.3,44.78
8,32,2.26,18.33
8,33,6.77,14.19
8,34,4.870000000000001,38.95
8,35,4.06,41.45
8,36,3.08,39.04
8,37,1.6400000000000001,40.81
8,38,8.18208806818182,14.08
8,39,6.500000000000002,8.271
8,40,7.5,9.944
8,41,4.3600831129580655,26.47
8,42,4.23,27.33
8,43,4.74,11.62
8,44,2.58,61.45
8,45,3.24,21.5
8,46,10.041975806451612,7.444
8,48,10.07,0.827
8,49,8.23,13.33
8,50,6.580000000000001,5.828
8,51,6.330000000000001,14.06
8,52,5.2200000000000015,10.75
8,53,4.07,12.41
8,58,8.05,4.962
8,59,9.240000000000002,5.789
8,60,7.510000000000002,1.654
8,61,6.870000000000001,10.75
8,62,6.340000000000001,11.58
8,63,7.4700000000000015,8.271
8,64,6.640000000000001,7.482
8,65,7.320000000000001,9.925
8,68,9.690000000000001,4.135
8,69,10.540000000000001,1.654
8,70,8.570000000000002,6.617
8,71,9.970000000000002,19.02
8,72,12.05007253384913,20.68
8,74,6.460000000000001,63.72
8,75,7.67,17.37
8,76,7.67,8.271
8,77,7.67,11.58
8,78,7.220000000000001,9.925
8,79,6.460000000000001,0.827
8,80,6.460000000000001,1.654
8,81,8.110000000000001,0.827
8,82,8.110000000000001,0.827
8,83,8.110000000000001,0.827
8,84,6.460000000000001,18.2
8,85,6.460000000000001,5.789
8,87,7.67,4.962
8,88,6.460000000000001,6.617
8,90,6.460000000000001,4.962
8,91,10.040000000000001,7.444
8,92,8.67,18.2
8,93,8.67,13.23
8,94,11.771578947368422,2.481
8,95,11.980000000000002,1.654
8,96,8.67,3.308
8,97,11.980000000000002,4.135
8,98,15.28,4.135
8,100,8.67,18.29
8,101,11.772096722876233,31.43
8,102,15.280912751677853,44.7
8,103,7.67,1.654
8,104,7.67,2.481
8,105,6.460000000000001,18.25
8,106,7.67,1.654
8,107,6.460000000000001,1.654
9,1,6.42,11.58
9,3,5.5600000000000005,42.2
9,5,3.5,8.29
9,6,2.7899999999999996,14.14
9,7,2.12,12.52
9,8,1.8399999999999999,7.501
9,10,3.7700000000000005,6.617
9,11,3.1000000000000005,14.1
9,12,3.4899999999999998,7.444
9,13,1.8000000000000003,33.93
9,14,3.98,27.29
9,15,4.87,5.828
9,16,6.41,15.73
9,17,5.72,5.789
9,18,8.96,3.308
9,19,7.289999999999999,4.962
9,20,9.760000000000002,2.481
9,21,9.840000000000002,0.827
9,22,10.799999999999999,0.827
9,23,7.050000000000001,6.617
9,24,8.059999999999999,5.058
9,25,7.92,3.308
9,26,7.8100000000000005,2.481
9,27,6.8,4.154
9,28,5.380000000000001,4.962
9,29,6.5200000000000005,1.654
9,30,4.930000000000001,4.135
9,31,4.04,17.37
9,32,3.6,12.43
9,33,8.610000000000001,5.809
9,34,6.710000000000001,9.925
9,35,5.880000000000001,22.33
9,36,4.920000000000001,7.482
9,37,3.4799999999999995,15.81
9,38,10.022075471698114,5.828
9,39,8.340000000000002,5.828
9,40,9.34,3.308
9,41,6.2,6.655
9,42,6.070000000000001,9.098
9,43,6.580000000000001,7.444
9,44,4.42,22.33
9,45,5.08,11.58
9,46,11.881575757575758,1.654
9,50,8.420000000000002,1.654
9,51,8.170000000000002,9.925
9,52,7.060000000000001,1.654
9,53,5.91,5.789
9,55,11.860000000000003,1.654
9,62,8.180000000000001,1.654
9,63,9.31,4.135
9,64,8.48,4.962
9,65,9.16,5.789
9,66,13.840000000000002,1.654
9,68,11.530000000000001,3.308
9,70,10.410000000000002,5.923
9,71,11.810000000000002,3.308
9,72,13.890000000000002,2.481
9,73,10.830000000000002,1.654
9,74,6.3100000000000005,41.35
9,75,9.21,4.135
9,76,7.970000000000001,4.962
9,77,7.970000000000001,2.481
9,78,8.96,1.654
9,80,7.550000000000001,0.827
9,81,7.970000000000001,0.827
9,83,7.970000000000001,0.827
9,84,7.550000000000001,14.06
9,87,7.970000000000001,5.789
9,91,11.88,0.827
9,92,10.51,7.444
9,93,10.51,9.098
9,94,13.61158536585366,0.827
9,95,13.820000000000002,2.481
9,98,15.24,1.654
9,100,10.51,2.481
9,101,13.61157575757576,4.962
9,102,15.241200331125826,24.16
9,103,9.21,0.827
9,104,9.21,1.654
9,105,7.550000000000001,2.481
9,107,7.550000000000001,1.654
10,1,6.369999999999999,1.654
10,3,6.8999999999999995,6.617
10,5,3.9499999999999993,1.654
10,6,2.91,2.481
10,7,3.55,0.827
10,8,1.9299999999999997,3.308
10,9,3.7699999999999996,1.654
10,11,1.09,3.308
10,12,2.45,3.308
10,13,2.86,4.135
10,14,4.08,3.308
10,15,2.28,12.54
10,16,4.970000000000001,3.327
10,17,5.109999999999999,2.481
10,18,6.369999999999999,4.154
10,19,6.5600000000000005,5.02
10,23,6.290000000000001,0.827
10,24,6.719999999999999,3.308
10,25,7.16,4.962
10,27,6.04,0.827
10,28,4.800000000000001,5.789
10,29,5.940000000000001,0.846
10,30,4.790000000000001,0.827
10,31,3.2800000000000002,4.962
10,32,3.3,1.654
10,33,7.029999999999999,8.423
10,34,5.13,9.982
10,35,4.41,6.617
10,36,3.34,3.327
10,37,1.9,5.02
10,38,7.621575757575757,1.654
10,39,5.9399999999999995,1.654
10,40,7.25,0.827
10,41,4.37,4.135
10,42,3.4799999999999995,5.789
10,43,3.9899999999999993,1.654
10,44,1.83,14.1
10,45,2.4899999999999998,6.655
10,47,8.120000000000001,0.827
10,48,9.32,4.174
10,49,7.4799999999999995,1.654
10,51,5.58,2.481
10,52,4.469999999999999,2.481
10,53,3.3199999999999994,2.481
10,54,10.730000000000002,2.481
10,63,6.720000000000001,2.481
10,64,5.89,4.135
10,65,6.569999999999999,4.962
10,67,10.740000000000002,2.481
10,68,8.94,2.481
10,71,9.22,4.135
10,72,11.299999999999999,9.098
10,73,8.239999999999998,1.654
10,74,7.5,10.75
10,75,8.65,4.962
10,76,8.65,0.827
10,78,8.200000000000001,0.827
10,79,7.5,0.827
10,81,9.090000000000002,3.308
10,84,7.5,6.617
10,87,8.65,1.654
10,89,7.5,0.827
10,91,9.290000000000001,1.654
10,92,7.92,0.827
10,93,7.92,4.962
10,98,16.259999999999998,3.308
10,100,7.92,4.962
10,101,11.212083333333332,7.444
10,102,16.260604838709675,4.962
10,105,7.5,2.481
11,1,7.02,14.06
11,3,6.86,29.79
11,5,4.6,0.846
11,6,3.2800000000000002,11.58
11,7,4.2,3.346
11,8,2.58,5.828
11,9,3.1,5.789
11,10,1.09,10.77
11,12,2.7,6.636
11,13,2.64,6.693
11,14,4.33,5.809
11,15,2.5300000000000002,12.41
11,16,5.220000000000001,17.39
11,17,5.36,10.75
11,18,6.629999999999999,11.62
11,19,6.810000000000001,2.481
11,20,8.990000000000002,0.827
11,21,7.93,1.654
11,22,10.69,0.827
11,23,6.940000000000001,10.79
11,24,7.37,9.155
11,25,7.8100000000000005,2.481
11,26,8.74,4.154
11,27,6.69,2.481
11,28,5.450000000000001,9.117
11,29,6.590000000000001,8.271
11,30,5.44,3.308
11,31,3.9300000000000006,4.135
11,32,3.9499999999999997,8.29
11,33,7.469999999999999,18.44
11,34,5.43,12.41
11,35,4.68,16.56
11,36,3.820073275862069,23.2
11,37,2.55,15.73
11,38,7.881963746223565,3.308
11,39,6.200000000000001,1.654
11,40,7.510000000000002,4.135
11,41,4.66,8.271
11,42,3.7399999999999998,12.41
11,43,4.25,5.789
11,44,2.0900000000000003,24.87
11,45,2.75,4.962
11,46,9.742047244094488,2.538
11,48,9.58,0.827
11,49,7.74,0.827
11,50,6.090000000000001,1.654
11,51,5.840000000000001,7.444
11,52,4.73,1.654
11,53,3.58,13.23
11,55,9.530000000000001,4.962
11,56,9.412560975609757,0.827
11,57,9.442580645161291,2.481
11,59,8.750000000000002,4.135
11,61,6.380000000000001,1.654
11,62,5.8500000000000005,3.308
11,63,6.980000000000001,2.481
11,64,6.15,4.135
11,65,6.829999999999999,8.366
11,66,11.51,3.308
11,68,9.200000000000001,0.846
11,70,8.080000000000002,5.001
11,71,9.48,8.271
11,72,11.559999999999999,1.654
11,73,8.499999999999998,9.963
11,74,7.61,33.93
11,75,9.300082768999248,13.29
11,76,9.299818181818184,1.654
11,77,9.299728096676738,3.308
11,78,8.850000000000001,7.444
11,79,8.15,1.654
11,81,9.27,0.827
11,84,8.15,5.789
11,87,9.29975806451613,2.481
11,88,8.15,1.654
11,90,8.15,7.444
11,91,9.549999999999999,4.135
11,92,8.18,14.08
11,93,8.18,4.135
11,94,11.480602409638555,0.827
11,95,11.49,1.654
11,97,11.49,0.827
11,98,16.54114114114114,3.327
11,100,8.18,4.962
11,101,11.472083333333334,7.444
11,102,16.540574307304784,19.85
11,103,9.3,0.827
11,104,9.3,1.654
11,105,8.15,3.308
11,106,9.3,1.654
12,1,8.530000000000001,12.41
12,3,7.25,45.49
12,5,5.99,2.481
12,6,4.800000000000001,4.154
12,7,4.609999999999999,2.481
12,8,4.09,4.154
12,9,3.4899999999999998,2.481
12,10,3.0,4.962
12,11,2.8600000000000003,4.962
12,13,2.07,12.43
12,14,3.29,6.636
12,15,2.41,28.99
12,16,3.95,19.89
12,17,3.8499999999999996,9.925
12,18,6.77,9.117
12,19,5.300000000000001,9.982
12,20,7.480000000000001,2.481
12,23,8.450000000000001,7.444
12,24,8.879999999999999,10.0
12,25,9.32,7.482
12,26,9.5,2.481
12,27,8.200000000000001,1.654
12,28,6.960000000000003,9.925
12,29,8.100000000000001,8.271
12,30,6.950000000000002,5.789
12,31,5.440000000000001,6.636
12,32,5.460000000000001,18.25
12,33,8.979999999999999,4.154
12,34,6.9399999999999995,7.501
12,35,6.19003015681544,16.58
12,36,5.330035410764872,14.12
12,37,4.06,24.93
12,38,9.391575757575756,1.654
12,39,7.709999999999999,5.885
12,40,8.07,4.135
12,41,6.169999999999999,8.271
12,42,4.48,4.962
12,43,4.39,5.789
12,44,3.3200000000000003,33.22
12,45,3.37,4.135
12,46,11.251575757575754,1.654
12,47,8.520000000000001,2.481
12,48,9.72,0.827
12,49,7.88,0.827
12,50,6.230000000000001,1.654
12,51,5.980000000000001,15.71
12,52,4.87,4.135
12,53,3.72,5.001
12,56,9.552560975609756,0.827
12,58,7.700000000000001,3.308
12,59,8.89,1.654
12,61,6.5200000000000005,4.135
12,62,5.99,12.41
12,63,7.120000000000001,4.962
12,64,6.29,5.789
12,65,6.97,5.789
12,67,11.14,1.654
12,68,9.34,1.654
12,70,8.22,5.789
12,71,9.620000000000001,4.135
12,72,11.7,8.271
12,73,8.64,1.654
12,74,8.0,33.91
12,75,10.81,4.981
12,76,9.66,1.654
12,77,9.66,4.962
12,78,10.360000000000001,0.827
12,80,9.309999999999999,1.654
12,84,9.309999999999999,8.271
12,85,9.309999999999999,4.962
12,87,9.66,4.962
12,88,9.309999999999999,0.827
12,89,9.309999999999999,0.827
12,91,9.69,5.789
12,92,8.32,6.617
12,93,8.32,6.617
12,94,11.63,0.827
12,95,11.63,3.308
12,97,11.63,1.654
12,98,16.93,0.827
12,100,8.32,3.308
12,101,12.350000000000003,14.06
12,102,16.93,12.46
12,104,10.81,0.827
12,105,9.309999999999999,6.617
12,106,10.81,2.481
13,1,6.880000000000001,14.89
13,3,5.5600000000000005,39.7
13,5,4.300000000000001,0.827
13,6,3.59,6.617
13,7,2.92,1.654
13,8,2.64,8.29
13,9,1.8,4.135
13,10,3.3099999999999996,4.962
13,11,2.64,8.29
13,12,2.07,9.174
13,14,2.56,14.91
13,15,3.0700000000000003,13.23
13,16,4.61,14.91
13,17,4.300000000000001,4.981
13,18,7.4300000000000015,3.308
13,19,5.87,5.789
13,21,8.220000000000002,0.827
13,23,7.850000000000001,8.385
13,24,8.86,6.636
13,25,8.72,5.039
13,26,7.8100000000000005,3.308
13,27,7.6000000000000005,0.827
13,28,6.180000000000002,9.136
13,29,7.320000000000002,8.271
13,30,5.73,0.827
13,31,4.840000000000001,2.481
13,32,4.4,4.962
13,33,9.408954869358672,4.212
13,34,7.3500000000000005,10.04
13,35,6.6000000000000005,6.617
13,36,5.720056270096464,12.44
13,37,4.28,17.37
13,38,9.801585365853658,0.827
13,39,8.120000000000001,2.481
13,40,8.73,4.135
13,41,6.58,10.75
13,42,4.97,9.212
13,43,5.050000000000001,7.444
13,44,3.7299999999999995,11.58
13,45,3.92,14.06
13,46,11.662047244094486,2.538
13,47,9.180000000000001,0.827
13,49,8.540000000000001,0.827
13,51,6.6400000000000015,0.827
13,52,5.530000000000001,2.481
13,53,4.380000000000001,4.962
13,55,10.330000000000002,1.654
13,60,7.820000000000002,4.135
13,61,7.1800000000000015,0.827
13,62,6.650000000000001,3.308
13,63,7.780000000000002,5.789
13,65,7.630000000000002,2.481
13,66,12.31,2.481
13,70,8.880000000000003,2.538
13,71,10.280000000000003,12.41
13,72,12.360000000000001,9.925
13,73,9.3,4.135
13,74,6.3100000000000005,19.02
13,75,9.280000000000001,5.789
13,76,7.970000000000001,4.962
13,77,7.970000000000001,1.654
13,78,9.63,5.789
13,79,7.620000000000001,1.673
13,80,7.620000000000001,0.827
13,84,7.620000000000001,0.827
13,85,7.620000000000001,0.827
13,87,7.970000000000001,0.827
13,90,7.620000000000001,1.654
13,92,8.980000000000002,2.481
13,93,8.980000000000002,1.654
13,94,12.290000000000001,2.481
13,95,12.290000000000001,1.654
13,97,12.290000000000001,0.827
13,100,8.980000000000002,6.636
13,101,13.010000000000003,9.925
13,102,15.24,12.41
13,103,9.280000000000001,1.673
13,105,7.620000000000001,3.308
13,106,9.280000000000001,0.827
14,1,9.18,8.271
14,3,7.859999999999999,40.53
14,5,6.6,4.135
14,6,5.890000000000001,13.31
14,7,5.22,1.654
14,8,4.9399999999999995,7.482
14,9,4.1,26.5
14,10,4.749999999999999,10.75
14,11,4.609999999999999,24.04
14,12,3.4099999999999997,9.117
14,13,2.6799999999999997,63.7
14,15,4.67,42.29
14,16,6.09,19.04
14,17,4.44,27.29
14,18,8.18,5.809
14,19,6.01,14.08
14,20,8.48,3.308
14,21,8.56,0.827
14,23,10.150000000000002,7.463
14,24,10.630000000000003,0.827
14,25,11.020000000000003,0.827
14,26,10.11,2.481
14,27,9.900000000000002,5.789
14,28,8.480000000000002,9.098
14,29,9.620000000000001,9.963
14,30,8.03,7.463
14,31,7.140000000000001,16.54
14,32,6.7,7.444
14,33,10.73,7.463
14,34,8.690000000000001,9.155
14,35,7.9400274574409675,18.21
14,36,7.080043177892919,11.58
14,37,5.8100000000000005,20.7
14,38,11.14218644067797,5.904
14,40,10.330000000000002,5.809
14,41,7.920000000000001,8.271
14,42,6.3100000000000005,9.925
14,43,6.650000000000001,2.481
14,44,5.069999999999999,29.85
14,45,5.26,7.482
14,48,11.98,0.827
14,49,10.14,2.481
14,50,8.490000000000002,3.308
14,51,8.240000000000002,3.308
14,52,7.130000000000002,4.962
14,53,5.98,7.444
14,55,11.930000000000003,0.827
14,58,9.96,2.481
14,60,9.420000000000002,2.481
14,62,8.250000000000002,1.692
14,63,9.38,3.308
14,64,8.55,3.308
14,65,9.23,0.827
14,67,13.400000000000002,2.481
14,68,11.600000000000001,2.519
14,70,10.480000000000002,3.308
14,71,11.880000000000003,17.37
14,72,13.96,14.06
14,73,10.900000000000002,1.654
14,74,8.61,18.2
14,75,11.579999999999998,9.944
14,76,10.27,2.481
14,77,10.27,2.481
14,84,9.919999999999998,5.789
14,85,9.919999999999998,0.827
14,87,10.27,5.789
14,90,9.919999999999998,1.654
14,91,11.950000000000001,0.827
14,92,10.58,6.617
14,93,10.58,4.135
14,95,13.890000000000002,3.308
14,96,10.58,0.827
14,97,13.890000000000002,2.481
14,100,10.58,3.308
14,101,14.61144360902256,6.655
14,102,17.54,10.75
14,103,11.579999999999998,0.827
14,105,9.919999999999998,2.481
15,1,8.22,39.7
15,3,8.520002545500827,78.57
15,5,5.800000000000001,4.962
15,6,4.76,15.73
15,7,5.4,3.327
15,8,3.78,15.75
15,9,4.760004474272931,22.35
15,10,2.69,38.1
15,11,3.64,44.74
15,12,2.3,47.2
15,13,2.9600017761989346,56.3
15,14,4.47,50.53
15,16,3.170034461152882,63.84
15,17,3.0699999999999994,29.81
15,18,4.959999999999999,23.23
15,19,4.52,31.64
15,20,6.7,6.617
15,21,6.26,0.827
15,22,11.889999999999999,5.847
15,23,8.14010912143257,35.74
15,24,8.57003988737682,42.62
15,25,9.010111843991972,34.87
15,26,9.940000000000001,9.944
15,27,7.890000000000001,9.944
15,28,6.650000000000002,25.7
