origin,destination,link_origin,link_destination,time,flow
1,14,12,11,13.732499192417755,0.05410515220784407
1,14,12,13,3.0228523235200404,0.008326212434537659
1,14,13,24,17.654843275234533,0.008326212434537659
1,14,23,14,9.064064023543311,0.008326212434537659
1,14,24,23,3.7215437234973967,0.008326212434537659
1,15,1,3,4.008689916211114,499.9999999999998
1,15,3,4,4.269782415148585,499.90982474631977
1,15,3,12,4.0202428925312805,0.09017525367974027
1,15,4,5,2.315659100694459,499.64893465392936
1,15,4,11,7.137926542559301,0.2608900923908268
1,15,5,9,9.654236173558854,499.64893465392936
1,15,9,10,5.68365966534739,499.64893465392936
1,15,10,15,13.725486453991369,499.70334472961366
1,15,11,10,12.202807252371969,0.05441007568481287
1,15,11,14,13.694700531148948,0.2857205547380465
1,15,12,11,13.732499192417755,0.0792405380320336
1,15,12,13,3.0228523235200404,0.01093471564770669
1,15,13,24,17.654843275234533,0.01093471564770669
1,15,14,15,12.235098399182874,0.2857205547380465
1,15,21,22,4.212426750561464,0.01093471564770669
1,15,22,15,9.051052658469802,0.01093471564770669
1,15,24,21,11.748263109332896,0.01093471564770669
1,16,1,2,6.000818452880582,499.98612297927536
1,16,1,3,4.008689916211114,0.013877020724229444
1,16,2,6,6.576130787147305,499.98612297927536
1,16,3,4,4.269782415148585,0.013877020724229444
1,16,4,5,2.315659100694459,0.013877020724229444
1,16,5,9,9.654236173558854,0.013877020724229444
1,16,6,8,14.69516096437463,499.98612297927536
1,16,7,18,2.0623054144618265,30.304661570460645
1,16,8,7,5.502973243158477,30.304661570460645
1,16,8,16,10.722973648125851,469.6953384295397
1,16,9,8,15.032877769402075,0.013877020724229444
1,16,18,16,3.1661913319523767,30.304661570460645
1,17,1,2,6.000818452880582,0.21757342031656213
1,17,1,3,4.008689916211114,399.7824265796844
1,17,2,6,6.576130787147305,0.21757342031656213
1,17,3,4,4.269782415148585,399.7301507466173
1,17,3,12,4.0202428925312805,0.05227583306601544
1,17,4,5,2.315659100694459,399.6505046910619
1,17,4,11,7.137926542559301,0.07964605555559633
1,17,5,9,9.654236173558854,399.6505046910619
1,17,6,8,14.69516096437463,0.21757342031656213
1,17,8,16,10.722973648125851,0.21757342031656213
1,17,9,10,5.68365966534739,399.6505046910619
1,17,10,17,16.3083788175056,399.7824265796844
1,17,11,10,12.202807252371969,0.13192188862161205
1,17,12,11,13.732499192417755,0.05227583306601544
1,17,16,17,9.491194303594305,0.21757342031656213
1,18,1,2,6.000818452880582,99.99722459585531
1,18,1,3,4.008689916211114,0.0027754041448458874
1,18,2,6,6.576130787147305,99.99722459585531
1,18,3,4,4.269782415148585,0.0027754041448458874
1,18,4,5,2.315659100694459,0.0027754041448458874
1,18,5,9,9.654236173558854,0.0027754041448458874
1,18,6,8,14.69516096437463,99.99722459585531
1,18,7,18,2.0623054144618265,99.99748406433324
1,18,8,7,5.502973243158477,99.99748406433324
1,18,8,16,10.722973648125851,0.0025159356668332236
1,18,9,8,15.032877769402075,0.0027754041448458874
1,18,16,18,3.1637369151063344,0.0025159356668332236
1,19,1,2,6.000818452880582,0.014898277408332512
1,19,1,3,4.008689916211114,299.98510172259256
1,19,2,6,6.576130787147305,0.014898277408332512
1,19,3,4,4.269782415148585,299.9458948477929
1,19,3,12,4.0202428925312805,0.0392068747995116
1,19,4,5,2.315659100694459,299.7893607923578
1,19,4,11,7.137926542559301,0.15653405543449514
1,19,5,9,9.654236173558854,299.7893607923578
1,19,6,8,14.69516096437463,0.014898277408332512
1,19,8,16,10.722973648125851,0.014898277408332512
1,19,9,10,5.68365966534739,299.7893607923578
1,19,10,15,13.725486453991369,299.82200683776887
1,19,11,10,12.202807252371969,0.03264604541088776
1,19,11,14,13.694700531148948,0.15653405543449514
1,19,12,11,13.732499192417755,0.03264604541088776
1,19,12,13,3.0228523235200404,0.006560829388624005
1,19,13,24,17.654843275234533,0.006560829388624005
1,19,14,15,12.235098399182874,0.15653405543449514
1,19,15,19,4.32610937861492,299.98510172259256
1,19,16,17,9.491194303594305,0.014898277408332512
1,19,17,19,7.436032797546822,0.014898277408332512
1,19,21,22,4.212426750561464,0.006560829388624005
1,19,22,15,9.051052658469802,0.006560829388624005
1,19,24,21,11.748263109332896,0.006560829388624005
1,20,1,2,6.000818452880582,299.9916737875655
1,20,1,3,4.008689916211114,0.008326212434537659
1,20,2,6,6.576130787147305,299.9916737875655
1,20,3,4,4.269782415148585,0.008326212434537659
1,20,4,5,2.315659100694459,0.008326212434537659
1,20,5,9,9.654236173558854,0.008326212434537659
1,20,6,8,14.69516096437463,299.9916737875655
1,20,7,18,2.0623054144618265,299.9841259805654
1,20,8,7,5.502973243158477,299.9841259805654
1,20,8,16,10.722973648125851,0.007547807000499684
1,20,9,10,5.68365966534739,0.008326212434537659
1,20,10,15,13.725486453991369,0.008326212434537659
1,20,15,19,4.32610937861492,0.008326212434537659
1,20,16,18,3.1637369151063344,0.007547807000499684
1,20,18,20,4.259726111482302,299.9916737875655
1,20,19,20,9.454502455733444,0.008326212434537659
1,21,1,3,4.008689916211114,100.00000000000014
1,21,3,4,4.269782415148585,0.0027754041448458874
1,21,3,12,4.0202428925312805,99.99722459585531
1,21,4,5,2.315659100694459,0.0027754041448458874
1,21,5,9,9.654236173558854,0.0027754041448458874
1,21,9,10,5.68365966534739,0.0027754041448458874
1,21,10,15,13.725486453991369,0.0027754041448458874
1,21,11,14,13.694700531148948,0.0052658823004988675
1,21,12,11,13.732499192417755,0.0052658823004988675
1,21,12,13,3.0228523235200404,99.99195871355484
1,21,13,24,17.654843275234533,99.99195871355484
1,21,14,23,9.077059933230235,0.0052658823004988675
1,21,15,19,4.32610937861492,0.0027754041448458874
1,21,19,20,9.454502455733444,0.0027754041448458874
1,21,20,21,8.166938957600054,0.0027754041448458874
1,21,22,21,4.200899445573259,0.0052658823004988675
1,21,23,22,12.236592792129247,0.0052658823004988675
1,21,24,21,11.748263109332896,99.99195871355484
1,22,1,3,4.008689916211114,400.00000000000057
1,22,3,4,4.269782415148585,0.01110161657938355
1,22,3,12,4.0202428925312805,399.98889838342126
1,22,4,5,2.315659100694459,0.01110161657938355
1,22,5,9,9.654236173558854,0.01110161657938355
1,22,9,10,5.68365966534739,0.01110161657938355
1,22,10,15,13.725486453991369,0.01110161657938355
1,22,11,14,13.694700531148948,0.02106352920199547
1,22,12,11,13.732499192417755,0.02106352920199547
1,22,12,13,3.0228523235200404,399.96783485421935
1,22,13,24,17.654843275234533,399.96783485421935
1,22,14,23,9.077059933230235,0.02106352920199547
1,22,15,22,9.084622146038775,0.01110161657938355
1,22,21,22,4.212426750561464,264.1651299568804
1,22,23,22,12.236592792129247,135.82376842654043
1,22,24,21,11.748263109332896,264.1651299568804
1,22,24,23,3.7215437234973967,135.8027048973384
1,23,1,3,4.008689916211114,300.00000000000017
1,23,3,12,4.0202428925312805,300.00000000000017
1,23,11,14,13.694700531148948,0.015797646901496588
1,23,12,11,13.732499192417755,0.015797646901496588
1,23,12,13,3.0228523235200404,299.98420235309953
1,23,13,24,17.654843275234533,299.98420235309953
1,23,14,23,9.077059933230235,0.015797646901496588
1,23,24,23,3.7215437234973967,299.98420235309953
1,24,1,3,4.008689916211114,100.00000000000014
1,24,3,12,4.0202428925312805,100.00000000000014
1,24,12,13,3.0228523235200404,100.00000000000014
1,24,13,24,17.654843275234533,100.00000000000014
2,1,2,1,6.000834178414209,100.00000000000014
2,3,1,3,4.008689916211114,100.00000000000014
2,3,2,1,6.000834178414209,100.00000000000014
2,4,1,3,4.008689916211114,199.99006781506097
2,4,2,1,6.000834178414209,199.99006781506097
2,4,2,6,6.576130787147305,0.00993218493888833
2,4,3,4,4.269782415148585,199.99006781506097
2,4,5,4,2.317579968739183,0.00993218493888833
2,4,6,5,10.020957349851567,0.00993218493888833
2,5,1,3,4.008689916211114,16.013338482985088
2,5,2,1,6.000834178414209,16.013338482985088
2,5,2,6,6.576130787147305,83.98666151701471
2,5,3,4,4.269782415148585,16.013338482985088
2,5,4,5,2.315659100694459,16.013338482985088
2,5,6,5,10.020957349851567,83.98666151701471
2,6,2,6,6.576130787147305,400.00000000000057
2,7,1,3,4.008689916211114,0.005550808289691775
2,7,2,1,6.000834178414209,0.005550808289691775
2,7,2,6,6.576130787147305,199.99444919171063
2,7,3,4,4.269782415148585,0.005550808289691775
2,7,4,5,2.315659100694459,0.005550808289691775
2,7,5,9,9.654236173558854,0.005550808289691775
2,7,6,8,14.69516096437463,199.99444919171063
2,7,8,7,5.502973243158477,200.00000000000028
2,7,9,8,15.032877769402075,0.005550808289691775
2,8,1,3,4.008689916211114,0.01110161657938355
2,8,2,1,6.000834178414209,0.01110161657938355
2,8,2,6,6.576130787147305,399.98889838342126
2,8,3,4,4.269782415148585,0.01110161657938355
2,8,4,5,2.315659100694459,0.01110161657938355
2,8,5,9,9.654236173558854,0.01110161657938355
2,8,6,8,14.69516096437463,399.98889838342126
2,8,9,8,15.032877769402075,0.01110161657938355
2,9,1,3,4.008689916211114,32.026676965970175
2,9,2,1,6.000834178414209,32.026676965970175
2,9,2,6,6.576130787147305,167.97332303402942
2,9,3,4,4.269782415148585,32.026676965970175
2,9,4,5,2.315659100694459,32.026676965970175
2,9,5,9,9.654236173558854,200.00000000000028
2,9,6,5,10.020957349851567,167.97332303402942
2,10,1,3,4.008689916211114,96.12474785049051
2,10,2,1,6.000834178414209,96.12474785049051
2,10,2,6,6.576130787147305,503.87525214950927
2,10,3,4,4.269782415148585,96.04633410089183
2,10,3,12,4.0202428925312805,0.0784137495990232
2,10,4,5,2.315659100694459,95.92686501755831
2,10,4,11,7.137926542559301,0.11946908333339457
2,10,5,9,9.654236173558854,599.7723206122538
2,10,6,5,10.020957349851567,503.8454555946918
2,10,6,8,14.69516096437463,0.029796554816665023
2,10,8,16,10.722973648125851,0.029796554816665023
2,10,9,10,5.68365966534739,599.7723206122538
2,10,11,10,12.202807252371969,0.19788283293241793
2,10,12,11,13.732499192417755,0.0784137495990232
2,10,16,10,20.235374534576362,0.029796554816665023
2,11,1,3,4.008689916211114,199.99006781506097
2,11,2,1,6.000834178414209,199.99006781506097
2,11,2,6,6.576130787147305,0.00993218493888833
2,11,3,4,4.269782415148585,199.96392989852825
2,11,3,12,4.0202428925312805,0.02613791653300772
2,11,4,11,7.137926542559301,199.97386208346705
2,11,5,4,2.317579968739183,0.00993218493888833
2,11,6,5,10.020957349851567,0.00993218493888833
2,11,12,11,13.732499192417755,0.02613791653300772
2,12,1,3,4.008689916211114,100.00000000000014
2,12,2,1,6.000834178414209,100.00000000000014
2,12,3,12,4.0202428925312805,100.00000000000014
2,13,1,3,4.008689916211114,300.00000000000017
2,13,2,1,6.000834178414209,300.00000000000017
2,13,3,12,4.0202428925312805,300.00000000000017
2,13,12,13,3.0228523235200404,300.00000000000017
2,14,1,3,4.008689916211114,99.99503390753048
2,14,2,1,6.000834178414209,99.99503390753048
2,14,2,6,6.576130787147305,0.004966092469444165
2,14,3,4,4.269782415148585,99.97918954511893
2,14,3,12,4.0202428925312805,0.015844362411349754
2,14,4,11,7.137926542559301,99.98415563758874
2,14,5,4,2.317579968739183,0.004966092469444165
2,14,6,5,10.020957349851567,0.004966092469444165
2,14,11,14,13.694700531148948,99.99722459585531
2,14,12,11,13.732499192417755,0.01306895826650386
2,14,12,13,3.0228523235200404,0.0027754041448458874
2,14,13,24,17.654843275234533,0.0027754041448458874
2,14,23,14,9.064064023543311,0.0027754041448458874
2,14,24,23,3.7215437234973967,0.0027754041448458874
2,15,1,3,4.008689916211114,16.01860436528556
2,15,2,1,6.000834178414209,16.01860436528556
2,15,2,6,6.576130787147305,83.98139563471437
2,15,3,4,4.269782415148585,16.00772235014862
2,15,3,12,4.0202428925312805,0.010882015136962546
2,15,4,5,2.315659100694459,15.958953987438269
2,15,4,11,7.137926542559301,0.04876836271033715
2,15,5,9,9.654236173558854,99.82374961089788
2,15,6,5,10.020957349851567,83.86479562345954
2,15,6,8,14.69516096437463,0.11660001125482823
2,15,7,18,2.0623054144618265,0.11163391878538463
2,15,8,7,5.502973243158477,0.11163391878538463
2,15,8,16,10.722973648125851,0.004966092469444165
2,15,9,10,5.68365966534739,99.82374961089788
2,15,10,15,13.725486453991369,99.83463162603482
2,15,11,10,12.202807252371969,0.010882015136962546
2,15,11,14,13.694700531148948,0.04876836271033715
2,15,12,11,13.732499192417755,0.010882015136962546
2,15,14,15,12.235098399182874,0.04876836271033715
2,15,16,17,9.491194303594305,0.004966092469444165
2,15,17,19,7.436032797546822,0.004966092469444165
2,15,18,20,4.259726111482302,0.11163391878538463
2,15,19,15,4.335533491208657,0.11441306812528676
2,15,20,19,9.511856818289463,0.10944697565584299
2,15,20,21,8.166938957600054,0.002186943129541344
2,15,21,22,4.212426750561464,0.002186943129541344
2,15,22,15,9.051052658469802,0.002186943129541344
2,16,1,3,4.008689916211114,0.01110161657938355
2,16,2,1,6.000834178414209,0.01110161657938355
2,16,2,6,6.576130787147305,399.98889838342126
2,16,3,4,4.269782415148585,0.01110161657938355
2,16,4,5,2.315659100694459,0.01110161657938355
2,16,5,9,9.654236173558854,0.01110161657938355
2,16,6,8,14.69516096437463,399.98889838342126
2,16,7,18,2.0623054144618265,24.243729256368507
2,16,8,7,5.502973243158477,24.243729256368507
2,16,8,16,10.722973648125851,375.75627074363194
2,16,9,8,15.032877769402075,0.01110161657938355
2,16,18,16,3.1661913319523767,24.243729256368507
2,17,1,3,4.008689916211114,0.02115696022170187
2,17,2,1,6.000834178414209,0.02115696022170187
2,17,2,6,6.576130787147305,199.97884303977855
2,17,3,4,4.269782415148585,0.005550808289691775
2,17,3,12,4.0202428925312805,0.015606151932010079
2,17,4,5,2.315659100694459,0.005550808289691775
2,17,5,9,9.654236173558854,0.005550808289691775
2,17,6,8,14.69516096437463,199.97884303977855
2,17,7,18,2.0623054144618265,12.100707667962574
2,17,8,7,5.502973243158477,12.100707667962574
2,17,8,16,10.722973648125851,187.87813537181597
2,17,9,10,5.68365966534739,0.005550808289691775
2,17,10,17,16.3083788175056,0.02115696022170187
2,17,11,10,12.202807252371969,0.015606151932010079
2,17,12,11,13.732499192417755,0.015606151932010079
2,17,16,17,9.491194303594305,199.97884303977855
2,17,18,16,3.1661913319523767,12.100707667962574
2,19,1,3,4.008689916211114,0.0027754041448458874
2,19,2,1,6.000834178414209,0.0027754041448458874
2,19,2,6,6.576130787147305,99.99722459585531
2,19,3,4,4.269782415148585,0.0027754041448458874
2,19,4,5,2.315659100694459,0.0027754041448458874
2,19,5,9,9.654236173558854,0.021137292547045196
2,19,6,5,10.020957349851567,0.018361888402199364
2,19,6,8,14.69516096437463,99.97886270745319
2,19,7,18,2.0623054144618265,99.96863073268311
2,19,8,7,5.502973243158477,99.96863073268311
2,19,8,16,10.722973648125851,0.010231974769943024
2,19,9,10,5.68365966534739,0.021137292547045196
2,19,10,15,13.725486453991369,0.021137292547045196
2,19,15,19,4.32610937861492,0.023324235676586494
2,19,16,17,9.491194303594305,0.010231974769943024
2,19,17,19,7.436032797546822,0.010231974769943024
2,19,18,20,4.259726111482302,99.96863073268311
2,19,20,19,9.511856818289463,99.96644378955354
2,19,20,21,8.166938957600054,0.002186943129541344
2,19,21,22,4.212426750561464,0.002186943129541344
2,19,22,15,9.051052658469802,0.002186943129541344
2,20,1,3,4.008689916211114,0.0027754041448458874
2,20,2,1,6.000834178414209,0.0027754041448458874
2,20,2,6,6.576130787147305,99.99722459585531
2,20,3,4,4.269782415148585,0.0027754041448458874
2,20,4,5,2.315659100694459,0.0027754041448458874
2,20,5,9,9.654236173558854,0.0027754041448458874
2,20,6,8,14.69516096437463,99.99722459585531
2,20,7,18,2.0623054144618265,99.99470866018825
2,20,8,7,5.502973243158477,99.99470866018825
2,20,8,16,10.722973648125851,0.0025159356668332236
2,20,9,10,5.68365966534739,0.0027754041448458874
2,20,10,15,13.725486453991369,0.0027754041448458874
2,20,15,19,4.32610937861492,0.0027754041448458874
2,20,16,18,3.1637369151063344,0.0025159356668332236
2,20,18,20,4.259726111482302,99.99722459585531
2,20,19,20,9.454502455733444,0.0027754041448458874
2,22,1,3,4.008689916211114,0.03164336387622067
2,22,2,1,6.000834178414209,0.03164336387622067
2,22,2,6,6.576130787147305,99.96835663612396
2,22,3,4,4.269782415148585,0.0027754041448458874
2,22,3,12,4.0202428925312805,0.02886795973137459
2,22,4,5,2.315659100694459,0.0027754041448458874
2,22,5,9,9.654236173558854,0.0027754041448458874
2,22,6,8,14.69516096437463,99.96835663612396
2,22,7,18,2.0623054144618265,99.96584070045701
2,22,8,7,5.502973243158477,99.96584070045701
2,22,8,16,10.722973648125851,0.0025159356668332236
2,22,9,10,5.68365966534739,0.0027754041448458874
2,22,10,15,13.725486453991369,0.0027754041448458874
2,22,11,14,13.694700531148948,0.0052658823004988675
2,22,12,11,13.732499192417755,0.0052658823004988675
2,22,12,13,3.0228523235200404,0.02360207743087583
2,22,13,24,17.654843275234533,0.02360207743087583
2,22,14,23,9.077059933230235,0.0052658823004988675
2,22,15,22,9.084622146038775,0.0027754041448458874
2,22,16,18,3.1637369151063344,0.0025159356668332236
2,22,18,20,4.259726111482302,99.96835663612396
2,22,20,21,8.166938957600054,0.002186943129541344
2,22,20,22,7.7160075545748965,99.96616969299434
2,22,21,22,4.212426750561464,0.022379364792588827
2,22,23,22,12.236592792129247,0.00867553806832719
2,22,24,21,11.748263109332896,0.0201924216630475
2,22,24,23,3.7215437234973967,0.0034096557678283063
3,1,3,1,4.008598442839919,100.00000000000014
3,2,1,2,6.000818452880582,100.00000000000014
3,2,3,1,4.008598442839919,100.00000000000014
3,4,3,4,4.269782415148585,200.00000000000028
3,5,3,4,4.269782415148585,100.00000000000014
3,5,4,5,2.315659100694459,100.00000000000014
3,6,1,2,6.000818452880582,89.64893221063633
3,6,2,6,6.576130787147305,89.64893221063633
3,6,3,1,4.008598442839919,89.64893221063633
3,6,3,4,4.269782415148585,210.35106778936327
3,6,4,5,2.315659100694459,210.35106778936327
3,6,5,6,9.991853344097017,210.35106778936327
3,7,1,2,6.000818452880582,17.039561675571576
3,7,2,6,6.576130787147305,17.039561675571576
3,7,3,1,4.008598442839919,17.039561675571576
3,7,3,4,4.269782415148585,82.96043832442852
3,7,4,5,2.315659100694459,82.96043832442852
3,7,5,6,9.991853344097017,63.90586337748047
3,7,5,9,9.654236173558854,19.054574946947806
3,7,6,8,14.69516096437463,80.94542505305226
3,7,8,7,5.502973243158477,100.00000000000014
3,7,9,8,15.032877769402075,19.054574946947806
3,8,1,2,6.000818452880582,34.07912335114315
3,8,2,6,6.576130787147305,34.07912335114315
3,8,3,1,4.008598442839919,34.07912335114315
3,8,3,4,4.269782415148585,165.92087664885705
3,8,4,5,2.315659100694459,165.92087664885705
3,8,5,6,9.991853344097017,127.81172675496094
3,8,5,9,9.654236173558854,38.10914989389561
3,8,6,8,14.69516096437463,161.89085010610452
3,8,9,8,15.032877769402075,38.10914989389561
3,9,3,4,4.269782415148585,100.00000000000014
3,9,4,5,2.315659100694459,100.00000000000014
3,9,5,9,9.654236173558854,100.00000000000014
3,10,3,4,4.269782415148585,299.9607931252011
3,10,3,12,4.0202428925312805,0.0392068747995116
3,10,4,5,2.315659100694459,299.901058583534
3,10,4,11,7.137926542559301,0.05973454166669728
3,10,5,9,9.654236173558854,299.901058583534
3,10,9,10,5.68365966534739,299.901058583534
3,10,11,10,12.202807252371969,0.09894141646620896
3,10,12,11,13.732499192417755,0.0392068747995116
3,11,3,4,4.269782415148585,299.9458948477929
3,11,3,12,4.0202428925312805,0.05410515220784407
3,11,4,11,7.137926542559301,299.9458948477929
3,11,12,11,13.732499192417755,0.05410515220784407
3,12,3,12,4.0202428925312805,200.00000000000028
3,13,3,12,4.0202428925312805,100.00000000000014
3,13,12,13,3.0228523235200404,100.00000000000014
3,14,3,4,4.269782415148585,99.97918954511893
3,14,3,12,4.0202428925312805,0.020810454880793926
3,14,4,11,7.137926542559301,99.97918954511893
3,14,11,14,13.694700531148948,99.99722459585531
3,14,12,11,13.732499192417755,0.018035050735947963
3,14,12,13,3.0228523235200404,0.0027754041448458874
3,14,13,24,17.654843275234533,0.0027754041448458874
3,14,23,14,9.064064023543311,0.0027754041448458874
3,14,24,23,3.7215437234973967,0.0027754041448458874
3,15,3,4,4.269782415148585,99.98196494926412
3,15,3,12,4.0202428925312805,0.018035050735947963
3,15,4,5,2.315659100694459,99.92978693078591
3,15,4,11,7.137926542559301,0.05217801847816515
3,15,5,9,9.654236173558854,99.92978693078591
3,15,9,10,5.68365966534739,99.92978693078591
3,15,10,15,13.725486453991369,99.94066894592298
3,15,11,10,12.202807252371969,0.010882015136962546
3,15,11,14,13.694700531148948,0.05714411094760937
3,15,12,11,13.732499192417755,0.015848107606406727
3,15,12,13,3.0228523235200404,0.002186943129541344
3,15,13,24,17.654843275234533,0.002186943129541344
3,15,14,15,12.235098399182874,0.05714411094760937
3,15,21,22,4.212426750561464,0.002186943129541344
3,15,22,15,9.051052658469802,0.002186943129541344
3,15,24,21,11.748263109332896,0.002186943129541344
3,16,1,2,6.000818452880582,28.81229663262402
3,16,2,6,6.576130787147305,28.81229663262402
3,16,3,1,4.008598442839919,28.81229663262402
3,16,3,4,4.269782415148585,171.1771716027748
3,16,3,12,4.0202428925312805,0.010531764600997735
3,16,4,5,2.315659100694459,171.1771716027748
3,16,5,6,9.991853344097017,125.67939670405327
3,16,5,9,9.654236173558854,45.497774898721275
3,16,6,8,14.69516096437463,154.49169333667749
3,16,7,18,2.0623054144618265,8.945990432755652
3,16,8,7,5.502973243158477,8.945990432755652
3,16,8,16,10.722973648125851,173.0735909520432
3,16,9,8,15.032877769402075,27.527888048121557
3,16,9,10,5.68365966534739,17.96988685059979
3,16,10,16,20.082780531593556,17.98041861520085
3,16,11,10,12.202807252371969,0.010531764600997735
3,16,12,11,13.732499192417755,0.010531764600997735
3,16,18,16,3.1661913319523767,8.945990432755652
3,17,3,4,4.269782415148585,99.98693104173353
3,17,3,12,4.0202428925312805,0.01306895826650386
3,17,4,5,2.315659100694459,99.96701952784464
3,17,4,11,7.137926542559301,0.01991151388889908
3,17,5,6,9.991853344097017,0.004966092469444165
3,17,5,9,9.654236173558854,99.96205343537525
3,17,6,8,14.69516096437463,0.004966092469444165
3,17,8,16,10.722973648125851,0.004966092469444165
3,17,9,10,5.68365966534739,99.96205343537525
3,17,10,17,16.3083788175056,99.99503390753048
3,17,11,10,12.202807252371969,0.032980472155403014
3,17,12,11,13.732499192417755,0.01306895826650386
3,17,16,17,9.491194303594305,0.004966092469444165
3,22,3,4,4.269782415148585,0.0027754041448458874
3,22,3,12,4.0202428925312805,99.99722459585531
3,22,4,5,2.315659100694459,0.0027754041448458874
3,22,5,9,9.654236173558854,0.0027754041448458874
3,22,9,10,5.68365966534739,0.0027754041448458874
3,22,10,15,13.725486453991369,0.0027754041448458874
3,22,11,14,13.694700531148948,0.0052658823004988675
3,22,12,11,13.732499192417755,0.0052658823004988675
3,22,12,13,3.0228523235200404,99.99195871355484
3,22,13,24,17.654843275234533,99.99195871355484
3,22,14,23,9.077059933230235,0.0052658823004988675
3,22,15,22,9.084622146038775,0.0027754041448458874
3,22,21,22,4.212426750561464,66.0412824892201
3,22,23,22,12.236592792129247,33.955942106635106
3,22,24,21,11.748263109332896,66.0412824892201
3,22,24,23,3.7215437234973967,33.9506762243346
3,23,3,12,4.0202428925312805,100.00000000000014
3,23,11,14,13.694700531148948,0.0052658823004988675
3,23,12,11,13.732499192417755,0.0052658823004988675
3,23,12,13,3.0228523235200404,99.99473411769966
3,23,13,24,17.654843275234533,99.99473411769966
3,23,14,23,9.077059933230235,0.0052658823004988675
3,23,24,23,3.7215437234973967,99.99473411769966
4,1,3,1,4.008598442839919,499.9999999999998
4,1,4,3,4.2718258988661635,499.9999999999998
4,2,1,2,6.000818452880582,199.99006781506097
4,2,3,1,4.008598442839919,199.99006781506097
4,2,4,3,4.2718258988661635,199.99006781506097
4,2,4,5,2.315659100694459,0.00993218493888833
4,2,5,6,9.991853344097017,0.00993218493888833
4,2,6,2,6.598906616837077,0.00993218493888833
4,3,4,3,4.2718258988661635,200.00000000000028
4,5,4,5,2.315659100694459,499.9999999999998
4,6,4,5,2.315659100694459,400.00000000000057
4,6,5,6,9.991853344097017,400.00000000000057
4,7,4,5,2.315659100694459,400.00000000000057
4,7,5,6,9.991853344097017,304.73812137020604
4,7,5,9,9.654236173558854,95.26187862979327
4,7,6,8,14.69516096437463,304.73812137020604
4,7,8,7,5.502973243158477,400.00000000000057
4,7,9,8,15.032877769402075,95.26187862979327
4,8,4,5,2.315659100694459,700.0000000000028
4,8,5,6,9.991853344097017,533.2917123978641
4,8,5,9,9.654236173558854,166.7082876021388
4,8,6,8,14.69516096437463,533.2917123978641
4,8,9,8,15.032877769402075,166.7082876021388
4,9,4,5,2.315659100694459,700.0000000000028
4,9,5,9,9.654236173558854,700.0000000000028
4,10,4,5,2.315659100694459,1199.697871245731
4,10,4,11,7.137926542559301,0.302128754272775
4,10,5,9,9.654236173558854,1199.697871245731
4,10,9,10,5.68365966534739,1199.697871245731
