origin,destination,naive,gcd,inequity
3,42,0,0,
3,47,0,0,
3,55,0,0,
3,58,0,0,
3,59,0,0,
3,60,0,0,
3,67,0,0,
3,72,0,0,
3,81,0,0,
3,84,79,79,"[0.03638186188110886, 0.06678314372696696, 0.09120384553757423, 0.10964396731293083, 0.12210350905303662, 0.12858247075789161, 0.12908085242749584, 0.12359865406184924, 0.11213587566095191, 0.09469251722480386, 0.07126857875340502, 0.041864060246755395, 0.006478961704855005, 0.03073353629226089, 0.06213158147732743, 0.08754904662714322, 0.10698593174170826, 0.12044223682102247, 0.12791796186508594, 0.12941310687389865, 0.12492767184746058, 0.11446165678577165, 0.09801506168883209, 0.07558788655664167, 0.04718013138920054, 0.012791796186508605, 0.02491908348021155, 0.05731389200448658, 0.08372812049351085, 0.10416176894728428, 0.11861483736580701, 0.12708732574907883, 0.1295792340971001, 0.12609056240987038, 0.11662131068739011, 0.10117147892965885, 0.07974106713667696, 0.05233007530844423, 0.018938503444960782, 0.018938503444960775, 0.052330075308444225, 0.07974106713667696, 0.10117147892965889, 0.11662131068739007, 0.1260905624098704, 0.12957923409710004, 0.12708732574907897, 0.1186148373658069, 0.10416176894728431, 0.08372812049351079, 0.057313892004486576, 0.024919083480211556, 0.012791796186508587, 0.04718013138920054, 0.07558788655664174, 0.09801506168883209, 0.11446165678577168, 0.12492767184746056, 0.1294131068738987, 0.127917961865086, 0.12044223682102245, 0.10698593174170822, 0.0875490466271432, 0.06213158147732743, 0.030733536292260926, 0.006478961704854993, 0.041864060246755416, 0.07126857875340502, 0.09469251722480389, 0.11213587566095196, 0.12359865406184926, 0.1290808524274958, 0.12858247075789164, 0.12210350905303663, 0.10964396731293072, 0.09120384553757427, 0.06678314372696692, 0.03638186188110884, 1.6983859745046296e-25]"
3,85,37,37,"[0.03862439737034318, 0.07043272461650821, 0.09542498173849494, 0.1136011687363035, 0.12496128560993383, 0.12950533235938597, 0.1272333089846599, 0.11814521548575563, 0.10224105186267314, 0.07952081811541246, 0.049984514243973543, 0.013632140248356428, 0.02650693937180415, 0.060587289992695206, 0.08785157048940805, 0.10829978086194268, 0.12193192111029909, 0.12874799123447728, 0.1287479912344774, 0.12193192111029912, 0.10829978086194267, 0.08785157048940805, 0.06058728999269522, 0.02650693937180415, 0.013632140248356413, 0.049984514243973543, 0.07952081811541249, 0.10224105186267318, 0.11814521548575566, 0.12723330898465995, 0.12950533235938594, 0.12496128560993384, 0.11360116873630352, 0.09542498173849495, 0.07043272461650818, 0.0386243973703432, 2.0194839173657902e-28]"
3,89,37,37,"[0.03862439737034318, 0.07043272461650821, 0.09542498173849494, 0.1136011687363035, 0.12496128560993383, 0.12950533235938597, 0.1272333089846599, 0.11814521548575563, 0.10224105186267314, 0.07952081811541246, 0.049984514243973543, 0.013632140248356428, 0.02650693937180415, 0.060587289992695206, 0.08785157048940805, 0.10829978086194268, 0.12193192111029909, 0.12874799123447728, 0.1287479912344774, 0.12193192111029912, 0.10829978086194267, 0.08785157048940805, 0.06058728999269522, 0.02650693937180415, 0.013632140248356413, 0.049984514243973543, 0.07952081811541249, 0.10224105186267318, 0.11814521548575566, 0.12723330898465995, 0.12950533235938594, 0.12496128560993384, 0.11360116873630352, 0.09542498173849495, 0.07043272461650818, 0.0386243973703432, 2.0194839173657902e-28]"
3,98,170,170,"[0.006112996539792466, 0.004273162629757841, 0.003816968858131537, 0.006250297577854751, 0.0007307958477508745, 0.005931404844290734, 0.004685065743944698, 0.0033164844290657874, 0.00634330795847759, 0.0014173010380623015, 0.005705522491349554, 0.005052678200692107, 0.002771709342560589, 0.006392027681660982, 0.0020595155709342817, 0.005435349480968928, 0.00537600000000007, 0.0021826435986159447, 0.006396456747404927, 0.002657439446366816, 0.005120885813148853, 0.005655031141868584, 0.0015492871972318536, 0.006356595155709425, 0.0032110726643599027, 0.004762131487889334, 0.005889771626297654, 0.0008716401384083159, 0.0062724429065744765, 0.003720415224913543, 0.004359086505190368, 0.006080221453287274, 0.0001497024221453307, 0.00614400000000008, 0.004185467128027735, 0.003911750865051954, 0.006226380622837449, 0.0005881799307958551, 0.005971266435986237, 0.004606228373702482, 0.003420124567474093, 0.006328249134948179, 0.0012835432525951723, 0.005754242214532947, 0.004982698961937781, 0.002884207612456784, 0.006385826989619459, 0.0019346159169550423, 0.005492927335640209, 0.005314878892733634, 0.002304000000000029, 0.006399114186851294, 0.0025413979238754656, 0.005187321799308026, 0.005602768166090036, 0.0016795017301038276, 0.006368110726643682, 0.003103889273356441, 0.0048374256055363956, 0.005846366782006997, 0.0010107128027681796, 0.00629281660899662, 0.003622089965397971, 0.004443238754325316, 0.0060456747404845045, 0.0002976332179930835, 0.006173231833910113, 0.004096000000000053, 0.004004761245674793, 0.00620069204152257, 0.00044379238754325815, 0.006009356401384161, 0.004525619377162688, 0.0035219930795848194, 0.006311418685121188, 0.0011480138408304647, 0.005801190311418761, 0.004910948096885875, 0.0029949342560554025, 0.006377854671280358, 0.0018079446366782244, 0.005548733564013913, 0.005251986159169618, 0.002423584775086537, 0.006400000000000083, 0.002423584775086537, 0.005251986159169618, 0.005548733564013913, 0.0018079446366782244, 0.006377854671280358, 0.0029949342560554016, 0.004910948096885877, 0.005801190311418759, 0.0011480138408304645, 0.006311418685121188, 0.0035219930795848207, 0.004525619377162688, 0.0060093564013841624, 0.0004437923875432583, 0.006200692041522572, 0.004004761245674791, 0.004096000000000054, 0.006173231833910115, 0.00029763321799308355, 0.006045674740484507, 0.004443238754325316, 0.0036220899653979697, 0.00629281660899662, 0.001010712802768179, 0.005846366782006994, 0.004837425605536394, 0.0031038892733564415, 0.006368110726643682, 0.0016795017301038276, 0.00560276816609004, 0.005187321799308025, 0.0025413979238754656, 0.006399114186851292, 0.0023040000000000304, 0.00531487889273363, 0.005492927335640208, 0.001934615916955042, 0.006385826989619461, 0.0028842076124567847, 0.004982698961937781, 0.005754242214532944, 0.0012835432525951727, 0.006328249134948178, 0.003420124567474092, 0.004606228373702482, 0.005971266435986237, 0.0005881799307958554, 0.006226380622837449, 0.003911750865051954, 0.004185467128027735, 0.00614400000000008, 0.0001497024221453306, 0.006080221453287274, 0.004359086505190367, 0.003720415224913543, 0.006272442906574476, 0.0008716401384083155, 0.005889771626297654, 0.004762131487889334, 0.0032110726643599036, 0.006356595155709423, 0.0015492871972318536, 0.005655031141868585, 0.005120885813148855, 0.002657439446366817, 0.006396456747404925, 0.0021826435986159447, 0.005376000000000069, 0.005435349480968928, 0.002059515570934282, 0.006392027681660982, 0.002771709342560589, 0.005052678200692107, 0.005705522491349553, 0.0014173010380623026, 0.00634330795847759, 0.003316484429065786, 0.004685065743944697, 0.005931404844290734, 0.0007307958477508743, 0.006250297577854752, 0.0038169688581315368, 0.00427316262975784, 0.006112996539792466, 6.052850839670301e-26]"
3,99,39,39,"[0.01052912557527956, 0.006895989480604962, 0.005669822485207182, 0.00865575279421446, 0.008633267587113885, 0.006294674556213134, 0.008911768573307194, 0.009397370151216488, 0.006007889546351231, 0.010799737015121847, 0.006347271531887094, 0.009712031558185624, 0.0090888888888891, 0.00877015121630528, 0.009740433925049533, 0.009071531886916716, 0.00793267587113761, 0.009641814595660969, 0.008352794214332878, 0.008352794214332878, 0.009641814595660969, 0.00793267587113761, 0.009071531886916716, 0.009740433925049533, 0.008770151216305283, 0.009088888888889103, 0.009712031558185622, 0.006347271531887093, 0.010799737015121848, 0.00600788954635123, 0.009397370151216488, 0.008911768573307199, 0.006294674556213134, 0.008633267587113885, 0.008655752794214459, 0.005669822485207182, 0.006895989480604965, 0.010529125575279557, 1.480613033009317e-26]"
3,102,5,5,"[0.020624000000000045, 0.02709599999999992, 0.027095999999999926, 0.02062400000000005, 7.888609052210118e-29]"
3,103,211,211,"[0.07112542844949596, 0.0877130882055662, 0.05032885604546185, 0.03648931964690831, 0.08408737000516638, 0.07928698816288966, 0.021627510612969237, 0.06301035915635339, 0.08798624469351571, 0.06174853215336603, 0.025565467981402135, 0.0803204644998992, 0.08395191033444917, 0.037470232025336496, 0.05543941061521549, 0.08759973046427558, 0.07109052806540755, 0.014906116214820034, 0.07540573661867457, 0.08754863098313181, 0.052098780350845836, 0.04672917050380735, 0.08593553603917281, 0.07926100491902724, 0.026118847285550747, 0.06922754655106604, 0.08837098897149691, 0.06277855843309921, 0.03837726915388259, 0.0834382111812406, 0.08385143190853783, 0.04054110195188802, 0.06359726870465646, 0.08858770467869125, 0.07147070371285486, 0.03035337481188665, 0.07988785067720879, 0.08749972372588245, 0.053950131398665994, 0.056979358055749184, 0.0877949866355206, 0.07916005031333555, 0.03051056804653996, 0.0752531749062243, 0.08861630691134549, 0.06360754700029222, 0.050953909391074075, 0.08625918555288545, 0.08345418117292991, 0.043242213786752484, 0.07130764358392691, 0.08913103928483218, 0.07128775633970508, 0.045154098066081325, 0.08363717346870043, 0.0866535702252872, 0.05492082388086539, 0.0662417780373309, 0.08855671705487327, 0.07693009590979563, 0.038385611284562464, 0.07988060915073811, 0.08768997102490987, 0.06506488174120098, 0.061038516655061846, 0.08689049661957303, 0.08045020552099034, 0.04808731160575922, 0.07625679117719751, 0.08779276745805378, 0.0657758091687071, 0.053997385503470434, 0.08510204622537705, 0.08252107095527979, 0.05415019429033506, 0.07224534040115922, 0.08777333393230186, 0.06961569147144066, 0.0478956357673908, 0.08285961231778285, 0.08427065429797198, 0.0597590934615127, 0.06791260753352368, 0.0872335661822513, 0.07439495518968596, 0.049501039958671306, 0.08049494845129285, 0.08556625412726601, 0.05708462523303623, 0.0620642797780824, 0.08670426989510589, 0.07765862402012552, 0.05211217627636407, 0.07767630107140468, 0.08673962399766422, 0.0621173109319199, 0.05715533343815288, 0.08565463938366182, 0.08060101075896783, 0.05426932908065863, 0.07453637159991926, 0.08745901035466425, 0.06808937804631533, 0.0507307922104176, 0.08448277891332194, 0.08448277891332195, 0.0507307922104176, 0.06808937804631532, 0.08745901035466425, 0.07453637159991926, 0.054269329080658645, 0.08060101075896783, 0.08565463938366182, 0.05715533343815289, 0.062117310931919884, 0.08673962399766423, 0.07767630107140468, 0.05211217627636407, 0.07765862402012552, 0.08670426989510589, 0.0620642797780824, 0.05708462523303623, 0.08556625412726601, 0.08049494845129285, 0.0495010399586713, 0.07439495518968596, 0.0872335661822513, 0.06791260753352367, 0.0597590934615127, 0.08427065429797197, 0.08285961231778285, 0.0478956357673908, 0.06961569147144064, 0.08777333393230186, 0.07224534040115921, 0.05415019429033506, 0.08252107095527979, 0.08510204622537705, 0.053997385503470434, 0.0657758091687071, 0.08779276745805374, 0.07625679117719751, 0.04808731160575923, 0.08045020552099033, 0.08689049661957306, 0.061038516655061846, 0.065064881741201, 0.08768997102490987, 0.07988060915073811, 0.03838561128456246, 0.07693009590979563, 0.08855671705487327, 0.0662417780373309, 0.05492082388086539, 0.08665357022528722, 0.08363717346870042, 0.04515409806608133, 0.0712877563397051, 0.08913103928483215, 0.07130764358392692, 0.04324221378675247, 0.08345418117292992, 0.08625918555288543, 0.05095390939107406, 0.06360754700029222, 0.08861630691134553, 0.0752531749062243, 0.030510568046539968, 0.07916005031333556, 0.0877949866355206, 0.056979358055749184, 0.053950131398665994, 0.08749972372588247, 0.07988785067720879, 0.03035337481188664, 0.07147070371285486, 0.08858770467869126, 0.06359726870465647, 0.04054110195188802, 0.08385143190853783, 0.08343821118124059, 0.038377269153882586, 0.06277855843309921, 0.08837098897149691, 0.06922754655106603, 0.026118847285550747, 0.07926100491902723, 0.08593553603917282, 0.046729170503807364, 0.052098780350845836, 0.08754863098313183, 0.07540573661867457, 0.014906116214820034, 0.07109052806540758, 0.08759973046427556, 0.05543941061521547, 0.03747023202533649, 0.08395191033444917, 0.0803204644998992, 0.025565467981402128, 0.06174853215336604, 0.08798624469351571, 0.06301035915635339, 0.02162751061296924, 0.07928698816288966, 0.08408737000516636, 0.03648931964690831, 0.05032885604546185, 0.0877130882055662, 0.07112542844949597, 2.8021601530898693e-25]"
3,104,0,0,
3,105,38,38,"[0.05076765927977873, 0.06473905817174556, 0.041808933518005756, 0.0761299168975074, 0.07664411357340764, 0.04834626038781181, 0.0598679362880889, 0.04620387811634367, 0.026038296398892036, 0.0548343490304711, 0.056434141274238354, 0.05462188365650974, 0.06781336565096953, 0.06389806094182808, 0.06203386426592775, 0.06195235457063687, 0.04486405817174479, 0.0433479224376728, 0.05703552631578926, 0.043347922437672805, 0.0448640581717448, 0.06195235457063689, 0.062033864265927774, 0.0638980609418281, 0.06781336565096953, 0.05462188365650974, 0.05643414127423835, 0.0548343490304711, 0.026038296398892036, 0.046203878116343654, 0.059867936288088903, 0.04834626038781182, 0.07664411357340764, 0.07612991689750737, 0.04180893351800576, 0.06473905817174554, 0.05076765927977874, 5.048709793414476e-29]"
3,106,38,38,"[0.006116343490304992, 0.00425484764542956, 0.0038470914127425584, 0.006240443213296687, 0.0006559556786703903, 0.005956786703601384, 0.004627146814404645, 0.0034038781163436456, 0.0063290858725764685, 0.001276454293628868, 0.005761772853185862, 0.004963988919667819, 0.0029252077562328224, 0.00638227146814434, 0.0018614958448754323, 0.005531301939058429, 0.00526537396121908, 0.0024110803324100837, 0.006400000000000298, 0.0024110803324100833, 0.0052653739612190786, 0.005531301939058426, 0.0018614958448754323, 0.0063822714681443385, 0.0029252077562328224, 0.004963988919667821, 0.005761772853185861, 0.0012764542936288684, 0.00632908587257647, 0.0034038781163436473, 0.0046271468144046465, 0.005956786703601384, 0.0006559556786703907, 0.006240443213296687, 0.00384709141274256, 0.0042548476454295605, 0.006116343490304993, 6.676918701790644e-27]"
3,111,44,44,"[0.0017022210743801397, 0.0029679752066115255, 0.0037972623966941554, 0.0041900826446280345, 0.004146435950413161, 0.003666322314049531, 0.002749741735537148, 0.0013966942148760117, 0.0003753615702479282, 0.0019902892561983166, 0.0031687499999999507, 0.003910743801652833, 0.00421627066115696, 0.004085330578512333, 0.003517923553718953, 0.0025140495867768202, 0.0010737086776859339, 0.0007332644628099059, 0.002260898760330544, 0.0033520661157024276, 0.004006766528925558, 0.004224999999999935, 0.004006766528925557, 0.0033520661157024293, 0.002260898760330544, 0.0007332644628099062, 0.0010737086776859339, 0.0025140495867768207, 0.0035179235537189544, 0.004085330578512334, 0.004216270661156961, 0.003910743801652833, 0.003168749999999951, 0.001990289256198317, 0.000375361570247928, 0.001396694214876012, 0.002749741735537148, 0.0036663223140495304, 0.00414643595041316, 0.004190082644628034, 0.0037972623966941567, 0.0029679752066115246, 0.0017022210743801386, 1.374511241257091e-26]"
3,112,95,95,"[0.001865085872576149, 0.0031908698060941357, 0.003977351800553954, 0.004224531855955614, 0.00393240997229911, 0.0031009861495844416, 0.0017302603878116079, 0.00017602216066481732, 0.00199616620498612, 0.0032770083102492556, 0.004018548476454231, 0.004220786703601042, 0.00388372299168969, 0.0030073573407201765, 0.001591689750692497, 0.00034829916897506364, 0.00212350138504152, 0.003359401662049812, 0.004055999999999939, 0.004213296398891904, 0.0038312908587257027, 0.0029099833795013415, 0.0014493739612188147, 0.00051683102493074, 0.0022470914127423474, 0.0034380498614957926, 0.004089706371191073, 0.00420206094182819, 0.003775113573407145, 0.002808864265927935, 0.0013033130193905614, 0.0006816177285318457, 0.002366936288088606, 0.0035129529085872035, 0.004119667590027639, 0.004187080332409909, 0.0037151911357340165, 0.002703999999999957, 0.001153506925207739, 0.0008426592797783801, 0.002483036011080295, 0.0035841108033240463, 0.0041458836565096335, 0.004168354570637054, 0.0036515235457063155, 0.0025953905817174107, 0.0009999556786703442, 0.000999955678670345, 0.0025953905817174116, 0.0036515235457063163, 0.004168354570637057, 0.004145883656509634, 0.003584110803324044, 0.0024830360110802935, 0.0008426592797783812, 0.0011535069252077389, 0.0027039999999999573, 0.003715191135734016, 0.004187080332409908, 0.004119667590027637, 0.0035129529085872035, 0.002366936288088607, 0.0006816177285318457, 0.001303313019390562, 0.0028088642659279362, 0.003775113573407144, 0.00420206094182819, 0.004089706371191073, 0.003438049861495792, 0.0022470914127423482, 0.0005168310249307395, 0.0014493739612188147, 0.0029099833795013406, 0.0038312908587257023, 0.004213296398891902, 0.004055999999999939, 0.0033594016620498096, 0.0021235013850415194, 0.00034829916897506364, 0.0015916897506924976, 0.0030073573407201743, 0.0038837229916896905, 0.004220786703601044, 0.004018548476454232, 0.003277008310249256, 0.0019961662049861194, 0.00017602216066481754, 0.0017302603878116066, 0.00310098614958444, 0.00393240997229911, 0.004224531855955613, 0.003977351800553956, 0.0031908698060941327, 0.0018650858725761494, 9.119232064354896e-26]"
3,114,94,94,"[0.005794658216387409, 0.007238207333634993, 0.004081711181530004, 0.004829425079221253, 0.007140923494793875, 0.005082163875056467, 0.0037339972838387214, 0.006904934359438476, 0.007109868718877111, 0.0030594386600270016, 0.0066451335445900945, 0.0076116342236303616, 0.0056248981439563145, 0.0059742870076955395, 0.007827885921231036, 0.007130375735626684, 0.005986011770031395, 0.007543730194657897, 0.007667360796740274, 0.00535477591670407, 0.007474060660932186, 0.008640108646445958, 0.007925260298777317, 0.007308239022181578, 0.008301810774105507, 0.008314486192846996, 0.007507967406065642, 0.00840991398822949, 0.009199049343593875, 0.007724309642371618, 0.008358035310094557, 0.00974277953825205, 0.009495563603439906, 0.008352557718424079, 0.009386102308736408, 0.009860027161610992, 0.009199864191941466, 0.009120507016749064, 0.00998153010411889, 0.009344635581710574, 0.00930344047080066, 0.010166455409687008, 0.010010276143050525, 0.00946681756450821, 0.009940334993208967, 0.00964997736532305, 0.009297872340424916, 0.009649977365323052, 0.009940334993208969, 0.009466817564508213, 0.010010276143050525, 0.01016645540968701, 0.00930344047080066, 0.009344635581710576, 0.00998153010411889, 0.009120507016749066, 0.009199864191941468, 0.00986002716161099, 0.009386102308736407, 0.008352557718424075, 0.00949556360343991, 0.009742779538252054, 0.008358035310094557, 0.007724309642371617, 0.009199049343593875, 0.008409913988229488, 0.007507967406065639, 0.008314486192846995, 0.008301810774105509, 0.007308239022181577, 0.007925260298777315, 0.008640108646445956, 0.007474060660932186, 0.00535477591670407, 0.007667360796740275, 0.0075437301946578985, 0.005986011770031395, 0.007130375735626683, 0.007827885921231037, 0.00597428700769554, 0.005624898143956314, 0.007611634223630363, 0.006645133544590097, 0.003059438660027001, 0.007109868718877111, 0.006904934359438476, 0.003733997283838721, 0.005082163875056467, 0.007140923494793872, 0.004829425079221251, 0.004081711181530004, 0.0072382073336349955, 0.0057946582163874065, 4.180836579926527e-25]"
3,139,0,0,
3,146,38,38,"[0.0019310941828254563, 0.0032770083102492574, 0.004037742382271405, 0.004213296398891902, 0.0038036703601107454, 0.0028088642659279354, 0.0012288781163434716, 0.0008426592797783799, 0.0025396814404431735, 0.003651523545706315, 0.004178185595567803, 0.004119667590027637, 0.003475969529085818, 0.0022470914127423482, 0.0004330332409972234, 0.001591689750692496, 0.00305463988919663, 0.00393240997229911, 0.0042249999999999345, 0.003932409972299108, 0.003054639889196628, 0.0015916897506924963, 0.0004330332409972231, 0.0022470914127423487, 0.0034759695290858188, 0.0041196675900276375, 0.004178185595567803, 0.0036515235457063163, 0.0025396814404431752, 0.0008426592797783806, 0.0012288781163434718, 0.0028088642659279354, 0.003803670360110745, 0.004213296398891901, 0.004037742382271407, 0.003277008310249258, 0.0019310941828254557, 7.483450091288606e-26]"
3,147,39,39,"[0.0018888888888888866, 0.0032222222222222175, 0.003999999999999994, 0.004222222222222217, 0.003888888888888884, 0.002999999999999995, 0.0015555555555555526, 0.00042222222222222135, 0.0021999999999999967, 0.0034222222222222167, 0.004088888888888883, 0.004199999999999991, 0.003755555555555551, 0.002755555555555552, 0.0011999999999999986, 0.0008222222222222214, 0.002488888888888884, 0.0035999999999999943, 0.004155555555555548, 0.00415555555555555, 0.003599999999999993, 0.0024888888888888842, 0.0008222222222222208, 0.0011999999999999977, 0.0027555555555555515, 0.0037555555555555497, 0.004199999999999994, 0.004088888888888881, 0.0034222222222222163, 0.0021999999999999962, 0.0004222222222222218, 0.0015555555555555535, 0.002999999999999996, 0.003888888888888884, 0.004222222222222216, 0.003999999999999995, 0.003222222222222216, 0.001888888888888886, 3.1554436208840472e-30]"
4,6,0,0,
4,24,0,0,
4,30,0,0,
4,52,0,0,
4,80,0,0,
4,85,0,0,
4,95,0,0,
4,99,39,39,"[0.0008639053254437908, 0.0012863905325443882, 0.0012213017751479419, 0.0005301775147929095, 0.0008745562130177681, 0.0012390532544378917, 0.00130059171597636, 0.0007822485207100855, 0.0008840236686390829, 0.0011905325443787324, 0.0013786982248521144, 0.001033136094674598, 0.0008923076923077344, 0.0011408284023669104, 0.0014556213017752064, 0.0012828402366864482, 0.000899408284023723, 0.0010899408284024254, 0.0015313609467456355, 0.0015313609467456357, 0.0010899408284024258, 0.0008994082840237232, 0.0012828402366864484, 0.0014556213017752066, 0.0011408284023669108, 0.0008923076923077346, 0.0010331360946745983, 0.0013786982248521144, 0.001190532544378733, 0.0008840236686390826, 0.0007822485207100854, 0.0013005917159763596, 0.0012390532544378921, 0.0008745562130177678, 0.0005301775147929094, 0.0012213017751479419, 0.0012863905325443882, 0.0008639053254437904, 1.9721522630525295e-29]"
4,100,40,40,"[0.0023297500000000544, 0.004019000000000099, 0.00522775000000013, 0.005956000000000149, 0.006203750000000153, 0.005971000000000147, 0.005257750000000128, 0.004064000000000096, 0.002389750000000052, 7.49999999999968e-05, 0.002399750000000052, 0.004084000000000096, 0.005287750000000127, 0.006011000000000146, 0.006253750000000152, 0.006016000000000145, 0.005297750000000126, 0.004099000000000096, 0.002419750000000051, 9.999999999999574e-05, 0.0024197500000000508, 0.004099000000000094, 0.005297750000000127, 0.0060160000000001445, 0.006253750000000152, 0.0060110000000001464, 0.0052877500000001266, 0.004084000000000095, 0.002399750000000051, 7.49999999999968e-05, 0.0023897500000000524, 0.004064000000000097, 0.005257750000000128, 0.005971000000000147, 0.0062037500000001545, 0.005956000000000147, 0.00522775000000013, 0.004019000000000099, 0.002329750000000055, 1.0223637331664313e-27]"
4,103,38,38,"[0.00373441828254846, 0.005848199445983327, 0.006609764542936212, 0.005971745152354468, 0.0059920360110802175, 0.006623268698060817, 0.006344390581717353, 0.004839612188365583, 0.003851038781163382, 0.0036470914127423528, 0.003911980609418253, 0.00464570637119108, 0.006116689750692439, 0.006535457063711811, 0.005902008310249197, 0.0060058171745151125, 0.005057409972299047, 0.0048462603878115075, 0.0035828947368419847, 0.0048462603878115075, 0.005057409972299048, 0.006005817174515114, 0.005902008310249197, 0.006535457063711808, 0.0061166897506924394, 0.00464570637119108, 0.00391198060941825, 0.0036470914127423536, 0.0038510387811633807, 0.004839612188365584, 0.0063443905817173515, 0.006623268698060817, 0.005992036011080218, 0.005971745152354469, 0.006609764542936214, 0.005848199445983328, 0.0037344182825484566, 9.201273598497882e-27]"
