origin,destination,naive,gcd,inequity
2,3,98,98,"[5.563416867971693, 6.129953186172448, 4.473072219908391, 3.6804515201999344, 4.2839951686797475, 5.716533777592713, 5.589871428571473, 3.3333958767180776, 5.317792836318257, 5.954023531861794, 5.022179800083375, 4.413294294044231, 4.653379258642328, 5.948128571428681, 6.147746314035942, 4.6036141191171644, 5.308319741774412, 6.715271345272973, 6.06182403165366, 5.239010453977699, 6.236314285714488, 7.024676343190557, 6.490598667222222, 5.5780118700543815, 6.117485339442153, 7.350006830487564, 7.083345730945712, 6.227036734694158, 6.381098209079842, 7.399783215327252, 7.445346855477196, 6.753834027488861, 7.445134527280622, 7.66686876301574, 7.36174285714319, 7.439291503540528, 7.6660330695546905, 7.40271041232854, 7.7322786339028875, 7.598533652645081, 8.007867305289814, 7.5332510204085175, 7.651525614327719, 8.117319658475992, 7.89841274469007, 8.023335485214854, 7.93031645147891, 8.184816867972042, 7.804428571428931, 8.18481686797204, 7.930316451478912, 8.023335485214854, 7.89841274469007, 8.117319658475994, 7.65152561432772, 7.533251020408516, 8.007867305289814, 7.598533652645081, 7.732278633902887, 7.40271041232854, 7.666033069554692, 7.439291503540528, 7.36174285714319, 7.666868763015741, 7.445134527280621, 6.753834027488861, 7.445346855477196, 7.3997832153272505, 6.381098209079841, 6.22703673469416, 7.083345730945712, 7.350006830487564, 6.117485339442151, 5.578011870054381, 6.490598667222223, 7.024676343190557, 6.236314285714488, 5.239010453977698, 6.061824031653662, 6.715271345272974, 5.308319741774412, 4.603614119117165, 6.147746314035942, 5.948128571428681, 4.653379258642327, 4.413294294044231, 5.022179800083375, 5.954023531861792, 5.317792836318259, 3.333395876718077, 5.589871428571472, 5.716533777592714, 4.2839951686797475, 3.6804515201999335, 4.473072219908391, 6.1299531861724486, 5.563416867971691, 2.0421829165969817e-23]"
2,4,67,67,"[3.487752417019374, 4.5634604143461726, 2.8632344397415883, 4.252841657384713, 4.155162664290484, 2.8517914903096457, 4.650095299621294, 5.722903942971706, 4.580647271107153, 4.832164089997773, 4.713370817554022, 4.963888349298288, 5.7087286255290755, 5.933757317888177, 5.570144575629321, 5.328260548006242, 4.951000757406999, 5.606762218756965, 6.332831499220322, 6.063653374916467, 5.612439786143912, 5.180113120962358, 5.6779659166852365, 5.890941456894637, 6.122803920695039, 6.172630920026738, 5.633816484740482, 5.366232256627318, 5.8279051013588825, 6.2570439741590596, 6.097541412341285, 5.7560033860548065, 5.433352283359328, 5.433352283359327, 5.7560033860548065, 6.097541412341286, 6.25704397415906, 5.827905101358881, 5.366232256627318, 5.633816484740481, 6.172630920026736, 6.122803920695039, 5.890941456894637, 5.677965916685235, 5.180113120962359, 5.612439786143914, 6.063653374916468, 6.332831499220322, 5.606762218756967, 4.951000757406999, 5.328260548006243, 5.570144575629323, 5.933757317888176, 5.708728625529076, 4.963888349298287, 4.713370817554024, 4.832164089997773, 4.580647271107153, 5.722903942971706, 4.650095299621294, 2.851791490309646, 4.155162664290485, 4.252841657384714, 2.863234439741588, 4.563460414346172, 3.4877524170193746, 3.2311742677852644e-25]"
2,5,59,59,"[3.3573214593507554, 2.1103163458776177, 2.3900931341568477, 3.2534043665613277, 0.4556364837690312, 3.4292640620511294, 1.7985650675093334, 2.637895432347023, 3.1175127836828445, 0.8792984774490075, 3.4692321746624484, 1.4548392990519945, 2.8537232404481427, 2.949646710715306, 1.2709859810399289, 3.477225797184711, 1.0791390405056, 3.0375765584602066, 2.7498061476587146, 1.630698994541796, 3.4532449296179197, 0.6714642918701512, 3.189455386383218, 2.5179910945130652, 1.9584375179546072, 3.397289571962074, 0.23181505314564743, 3.3093597242171726, 2.2542015512783644, 2.2542015512783653, 3.309359724217173, 0.23181505314564743, 3.3972895719620744, 1.958437517954607, 2.5179910945130652, 3.1894553863832176, 0.6714642918701512, 3.4532449296179197, 1.6306989945417958, 2.7498061476587146, 3.0375765584602066, 1.0791390405056003, 3.4772257971847114, 1.2709859810399289, 2.949646710715306, 2.8537232404481427, 1.4548392990519945, 3.4692321746624484, 0.8792984774490076, 3.117512783682845, 2.6378954323470225, 1.7985650675093334, 3.4292640620511294, 0.4556364837690312, 3.253404366561328, 2.3900931341568477, 2.1103163458776177, 3.3573214593507554, 0.0]"
2,6,0,0,
2,7,0,0,
2,8,0,0,
2,9,0,0,
2,10,0,0,
2,11,0,0,
2,12,0,0,
2,13,12,6,"[0.24568055555554968, 0.3930888888888795, 0.44222499999998943, 0.3930888888888795, 0.24568055555554968, 0.0, 0.24568055555554968, 0.3930888888888795, 0.44222499999998943, 0.3930888888888795, 0.24568055555554968, 0.0]"
2,14,0,0,
2,15,0,0,
2,16,0,0,
2,17,0,0,
2,18,0,0,
2,19,0,0,
2,20,0,0,
2,21,11,11,"[0.024099173553718937, 0.043378512396694074, 0.05783801652892544, 0.06747768595041302, 0.0722975206611568, 0.0722975206611568, 0.06747768595041302, 0.05783801652892544, 0.043378512396694074, 0.024099173553718923, 4.543838814073028e-28]"
2,22,22,22,"[149.13546942148778, 251.90975041322343, 308.2963338842979, 316.5024198347111, 276.5280082644631, 190.10060826446306, 57.22021983471084, 105.56614297520674, 222.56236859504168, 293.10560578512434, 317.195854545455, 293.1056057851243, 222.56236859504162, 105.56614297520673, 57.22021983471084, 190.10060826446298, 276.5280082644631, 316.50241983471113, 308.29633388429784, 251.90975041322346, 149.13546942148776, 1.2924697071141057e-26]"
2,23,37,37,"[0.028116289262235132, 0.04941650840029202, 0.06390065741417071, 0.0715687363038712, 0.0724207450693935, 0.06645668371073757, 0.05367655222790343, 0.03408035062089105, 0.0076680788897004835, 0.021726223520818044, 0.04473046018991951, 0.06091862673484275, 0.07029072315558782, 0.07284674945215461, 0.06858670562454328, 0.057510591672753644, 0.039618407596785844, 0.014910153396639841, 0.014910153396639838, 0.03961840759678586, 0.057510591672753644, 0.06858670562454326, 0.07284674945215462, 0.07029072315558779, 0.06091862673484278, 0.04473046018991951, 0.021726223520818037, 0.007668078889700492, 0.03408035062089107, 0.05367655222790339, 0.06645668371073755, 0.07242074506939351, 0.07156873630387121, 0.06390065741417075, 0.04941650840029204, 0.028116289262235115, 6.184669496932733e-26]"
2,24,51,51,"[0.02578546712802761, 0.04596539792387528, 0.06053979238754307, 0.06950865051903093, 0.07287197231833888, 0.0706297577854669, 0.06278200692041502, 0.04932871972318322, 0.03026989619377153, 0.005605536332179914, 0.02107681660899647, 0.04237785467128014, 0.058073356401383905, 0.06816332179930773, 0.0726477508650517, 0.0715266435986157, 0.06479999999999979, 0.05246782006920398, 0.03453010380622826, 0.010986851211072627, 0.016143944636678148, 0.0385660899653978, 0.05538269896193754, 0.06659377162629736, 0.07219930795847729, 0.07219930795847727, 0.06659377162629737, 0.055382698961937545, 0.038566089965397794, 0.01614394463667815, 0.010986851211072629, 0.034530103806228264, 0.05246782006920398, 0.06479999999999979, 0.07152664359861569, 0.07264775086505167, 0.06816332179930776, 0.05807335640138392, 0.042377854671280135, 0.02107681660899648, 0.005605536332179913, 0.03026989619377153, 0.049328719723183236, 0.06278200692041502, 0.0706297577854669, 0.07287197231833888, 0.06950865051903093, 0.060539792387543076, 0.045965397923875294, 0.02578546712802761, 1.374511241257091e-24]"
2,25,0,0,
2,26,8,8,"[0.19347343749999535, 0.3316687499999921, 0.41458593749999006, 0.44222499999998943, 0.4145859374999901, 0.3316687499999921, 0.19347343749999535, 3.2311742677852644e-27]"
2,27,6,6,"[0.2456805555555496, 0.3930888888888795, 0.4422249999999894, 0.3930888888888795, 0.24568055555554966, 7.270142102516845e-27]"
2,28,7,7,"[0.21659999999999482, 0.3609999999999914, 0.4331999999999896, 0.4331999999999897, 0.3609999999999914, 0.21659999999999482, 0.0]"
2,29,11,11,"[0.2631421487603243, 0.40933223140494895, 0.43857024793387384, 0.350856198347099, 0.14619008264462457, 0.1461900826446246, 0.35085619834709897, 0.43857024793387384, 0.4093322314049489, 0.26314214876032427, 1.2924697071141057e-26]"
2,30,10,5,"[0.2830239999999932, 0.42453599999998987, 0.42453599999998987, 0.2830239999999933, 1.8175355256292112e-27, 0.2830239999999932, 0.42453599999998975, 0.42453599999998987, 0.2830239999999932, 7.270142102516845e-27]"
2,31,0,0,
2,32,0,0,
2,33,0,0,
2,34,22,22,"[149.13546942148778, 251.90975041322343, 308.2963338842979, 316.5024198347111, 276.5280082644631, 190.10060826446306, 57.22021983471084, 105.56614297520674, 222.56236859504168, 293.10560578512434, 317.195854545455, 293.1056057851243, 222.56236859504162, 105.56614297520673, 57.22021983471084, 190.10060826446298, 276.5280082644631, 316.50241983471113, 308.29633388429784, 251.90975041322346, 149.13546942148776, 1.2924697071141057e-26]"
2,35,0,0,
2,36,0,0,
2,37,16,16,"[1.9789359375000046, 2.5759187500000067, 2.006273437500004, 1.5420124999999993, 2.0244984375000032, 2.612368750000006, 2.033610937500003, 1.5602374999999988, 2.033610937500003, 2.612368750000006, 2.0244984375000032, 1.5420124999999993, 2.006273437500004, 2.5759187500000067, 1.9789359375000046, 0.0]"
2,38,0,0,
3,1,0,0,
3,2,96,96,"[14.10796597222219, 7.13036388888887, 10.980960416666646, 11.360661805555525, 7.643097222222217, 11.919258333333309, 9.918805555555535, 10.135282638888873, 10.078881249999977, 9.80007222222221, 6.88324513888887, 11.975889583333318, 6.635082638888875, 12.354007638888868, 9.497252083333313, 10.162790972222204, 10.667218055555532, 9.074518749999982, 11.2903597222222, 10.005686805555532, 9.781039583333316, 9.030832638888866, 10.157978472222204, 9.414489583333312, 11.302540972222202, 9.102576388888867, 11.101341666666642, 9.359532638888867, 11.003451388888868, 10.06529583333331, 10.235732638888866, 10.327670138888868, 9.595622916666644, 10.784668055555533, 9.845020138888868, 10.359462499999976, 9.742845138888867, 10.155626388888868, 9.742981249999973, 11.278676388888863, 9.113661805555536, 11.609962499999972, 9.144095138888872, 10.831234722222197, 10.819297916666647, 8.74330138888887, 12.022061805555529, 7.754945833333319, 12.022061805555525, 8.743301388888868, 10.819297916666644, 10.831234722222197, 9.144095138888872, 11.609962499999972, 9.113661805555536, 11.278676388888863, 9.742981249999977, 10.155626388888868, 9.742845138888866, 10.359462499999976, 9.845020138888868, 10.784668055555533, 9.595622916666644, 10.327670138888868, 10.235732638888864, 10.06529583333331, 11.003451388888864, 9.359532638888867, 11.101341666666642, 9.102576388888867, 11.302540972222198, 9.414489583333312, 10.157978472222203, 9.030832638888866, 9.781039583333316, 10.005686805555532, 11.290359722222197, 9.074518749999982, 10.667218055555532, 10.162790972222203, 9.497252083333313, 12.354007638888865, 6.635082638888874, 11.975889583333313, 6.88324513888887, 9.80007222222221, 10.078881249999975, 10.135282638888873, 9.918805555555537, 11.919258333333305, 7.643097222222216, 11.360661805555525, 10.980960416666647, 7.13036388888887, 14.10796597222219, 4.273227969146012e-25]"
3,4,0,0,
3,5,104,52,"[1.3467746671597756, 1.1427178994082945, 0.5047720044378743, 1.4434331360946873, 0.8312628328402443, 0.9021457100591795, 1.4326933062130307, 0.4124094674556248, 1.1921211168639163, 1.314555177514805, 0.10954626479290042, 1.3746982248520838, 1.0890187500000097, 0.5928386094674608, 1.4498770340236815, 0.7560840236686458, 0.9687326553254528, 1.4176575443787107, 0.31575099852071276, 1.237228402366875, 1.2780397559171712, 0.21479659763313802, 1.3983258505917286, 1.0310236686390628, 0.6766092825443848, 1.4520250000000132, 0.6766092825443848, 1.0310236686390626, 1.3983258505917282, 0.2147965976331381, 1.2780397559171708, 1.2372284023668751, 0.31575099852071287, 1.4176575443787107, 0.9687326553254525, 0.756084023668646, 1.4498770340236815, 0.592838609467461, 1.0890187500000101, 1.3746982248520834, 0.10954626479290044, 1.314555177514805, 1.1921211168639163, 0.41240946745562496, 1.4326933062130307, 0.9021457100591795, 0.831262832840244, 1.4434331360946875, 0.5047720044378743, 1.1427178994082943, 1.3467746671597756, 3.3947524650918934e-25, 1.3467746671597753, 1.142717899408294, 0.5047720044378743, 1.4434331360946873, 0.831262832840244, 0.9021457100591795, 1.4326933062130307, 0.4124094674556252, 1.1921211168639163, 1.3145551775148046, 0.1095462647929004, 1.3746982248520827, 1.0890187500000097, 0.5928386094674611, 1.4498770340236815, 0.7560840236686458, 0.9687326553254523, 1.4176575443787107, 0.31575099852071303, 1.2372284023668751, 1.2780397559171712, 0.21479659763313796, 1.3983258505917282, 1.0310236686390621, 0.6766092825443846, 1.4520250000000132, 0.6766092825443848, 1.0310236686390626, 1.3983258505917284, 0.214796597633138, 1.2780397559171714, 1.2372284023668751, 0.31575099852071276, 1.417657544378711, 0.968732655325452, 0.7560840236686455, 1.4498770340236815, 0.5928386094674608, 1.0890187500000097, 1.3746982248520834, 0.10954626479290035, 1.3145551775148048, 1.192121116863916, 0.412409467455625, 1.4326933062130303, 0.9021457100591795, 0.8312628328402437, 1.4434331360946877, 0.5047720044378743, 1.1427178994082945, 1.3467746671597753, 1.3579009860367573e-24]"
3,6,0,0,
3,7,0,0,
3,8,0,0,
