Mean,Variance
1563,1.33333
1566,1.33333
1569,1.33333
1572,1.33333
1575,1.33333
1578,1.33333
1581,1.33333
1584,1.33333
1587,1.33333
1590,1.33333
1593,1.33333
1596,1.33333
1599,1.33333
1602,1.33333
1605,1.33333
1608,1.33333
1611,1.33333
1614,1.33333
1617,1.33333
1620,1.33333
1623,1.33333
1626,1.33333
1629,1.33333
1632,1.33333
1635,1.33333
1638,1.33333
1641,1.33333
1644,1.33333
1647,1.33333
1650,1.33333
1653,1.33333
1656,1.33333
1659,1.33333
1662,1.33333
1665,1.33333
1668,1.33333
1671,1.33333
1674,1.33333
1677,1.33333
1680,1.33333
1683,1.33333
1686,1.33333
1689,1.33333
1692,1.33333
1695,1.33333
1698,1.33333
1701,1.33333
1704,1.33333
1707,1.33333
1710,1.33333
1713,1.33333
1716,1.33333
1719,1.33333
1722,1.33333
1725,1.33333
1728,1.33333
1731,1.33333
1734,1.33333
1737,1.33333
1740,1.33333
1743,1.33333
1746,1.33333
1749,1.33333
1752,1.33333
1755,1.33333
1758,1.33333
1761,1.33333
1764,1.33333
1767,1.33333
1770,1.33333
1773,1.33333
1776,1.33333
1779,1.33333
1782,1.33333
1785,1.33333
1788,1.33333
1791,1.33333
1794,1.33333
1797,1.33333
1800,1.33333
1803,1.33333
1806,1.33333
1809,1.33333
1812,1.33333
1815,1.33333
1818,1.33333
1821,1.33333
1824,1.33333
1827,1.33333
1830,1.33333
1833,1.33333
1836,1.33333
1839,1.33333
1842,1.33333
1845,1.33333
1848,1.33333
1851,1.33333
1854,1.33333
1857,1.33333
1860,1.33333
1863,1.33333
1866,1.33333
1869,1.33333
1872,1.33333
1875,1.33333
1878,1.33333
1881,1.33333
1884,1.33333
1887,1.33333
1890,1.33333
1893,1.33333
1896,1.33333
1899,1.33333
1902,1.33333
1905,1.33333
1908,1.33333
1911,1.33333
1914,1.33333
1917,1.33333
1920,1.33333
1923,1.33333
1926,1.33333
1929,1.33333
1932,1.33333
1935,1.33333
1938,1.33333
1941,1.33333
1944,1.33333
1947,1.33333
1950,1.33333
1953,1.33333
1956,1.33333
1959,1.33333
1962,1.33333
1965,1.33333
1968,1.33333
1971,1.33333
1974,1.33333
1977,1.33333
1980,1.33333
1983,1.33333
1986,1.33333
1989,1.33333
1992,1.33333
1995,1.33333
1998,1.33333
2001,1.33333
2004,1.33333
2007,1.33333
2010,1.33333
2013,1.33333
2016,1.33333
2019,1.33333
2022,1.33333
2025,1.33333
2028,1.33333
2031,1.33333
2034,1.33333
2037,1.33333
2040,1.33333
2043,1.33333
2046,1.33333
2049,1.33333
2052,1.33333
2055,1.33333
2058,1.33333
2061,1.33333
2064,1.33333
2067,1.33333
2070,1.33333
2073,1.33333
2076,1.33333
2079,1.33333
2082,1.33333
2085,1.33333
2088,1.33333
2091,1.33333
2094,1.33333
2097,1.33333
2100,1.33333
2103,1.33333
2106,1.33333
2109,1.33333
2112,1.33333
2115,1.33333
2118,1.33333
2121,1.33333
2124,1.33333
2127,1.33333
2130,1.33333
2133,1.33333
2136,1.33333
2139,1.33333
2142,1.33333
2145,1.33333
2148,1.33333
2151,1.33333
2154,1.33333
2157,1.33333
2160,1.33333
2163,1.33333
2166,1.33333
2169,1.33333
2172,1.33333
2175,1.33333
2178,1.33333
2181,1.33333
2184,1.33333
2187,1.33333
2190,1.33333
2193,1.33333
2196,1.33333
2199,1.33333
2202,1.33333
2205,1.33333
2208,1.33333
2211,1.33333
2214,1.33333
2217,1.33333
2220,1.33333
2223,1.33333
2226,1.33333
2229,1.33333
2232,1.33333
2235,1.33333
2238,1.33333
2241,1.33333
2244,1.33333
2247,1.33333
2250,1.33333
2253,1.33333
2256,1.33333
2259,1.33333
2262,1.33333
2265,1.33333
2268,1.33333
2271,1.33333
2274,1.33333
2277,1.33333
2280,1.33333
2283,1.33333
2286,1.33333
2289,1.33333
2292,1.33333
2295,1.33333
2298,1.33333
2301,1.33333
2304,1.33333
2307,1.33333
2310,1.33333
2313,1.33333
2316,1.33333
2319,1.33333
2322,1.33333
2325,1.33333
2328,1.33333
2331,1.33333
2334,1.33333
2337,1.33333
2340,1.33333
2343,1.33333
2346,1.33333
2349,1.33333
2352,1.33333
2355,1.33333
2358,1.33333
2361,1.33333
2364,1.33333
2367,1.33333
2370,1.33333
2373,1.33333
2376,1.33333
2379,1.33333
2382,1.33333
2385,1.33333
2388,1.33333
2391,1.33333
2394,1.33333
2397,1.33333
2400,1.33333
2403,1.33333
2406,1.33333
2409,1.33333
2412,1.33333
2415,1.33333
2418,1.33333
2421,1.33333
2424,1.33333
2427,1.33333
2430,1.33333
2433,1.33333
2436,1.33333
2439,1.33333
2442,1.33333
2445,1.33333
2448,1.33333
2451,1.33333
2454,1.33333
2457,1.33333
2460,1.33333
2463,1.33333
2466,1.33333
2469,1.33333
2472,1.33333
2475,1.33333
2478,1.33333
2481,1.33333
2484,1.33333
2487,1.33333
2490,1.33333
2493,1.33333
2496,1.33333
2499,1.33333
2502,1.33333
2505,1.33333
2508,1.33333
2511,1.33333
2514,1.33333
2517,1.33333
2520,1.33333
2523,1.33333
2526,1.33333
2529,1.33333
2532,1.33333
2535,1.33333
2538,1.33333
2541,1.33333
2544,1.33333
2547,1.33333
2550,1.33333
2553,1.33333
2556,1.33333
2559,1.33333
2562,1.33333
2565,1.33333
2568,1.33333
2571,1.33333
2574,1.33333
2577,1.33333
2580,1.33333
2583,1.33333
2586,1.33333
2589,1.33333
2592,1.33333
2595,1.33333
2598,1.33333
2601,1.33333
2604,1.33333
2607,1.33333
2610,1.33333
2613,1.33333
2616,1.33333
2619,1.33333
2622,1.33333
2625,1.33333
2628,1.33333
2631,1.33333
2634,1.33333
2637,1.33333
2640,1.33333
2643,1.33333
2646,1.33333
2649,1.33333
2652,1.33333
2655,1.33333
2658,1.33333
2661,1.33333
2664,1.33333
2667,1.33333
2670,1.33333
2673,1.33333
2676,1.33333
2679,1.33333
2682,1.33333
2685,1.33333
2688,1.33333
2691,1.33333
2694,1.33333
2697,1.33333
2700,1.33333
2703,1.33333
2706,1.33333
2709,1.33333
2712,1.33333
2715,1.33333
2718,1.33333
2721,1.33333
2724,1.33333
2727,1.33333
2730,1.33333
2733,1.33333
2736,1.33333
2739,1.33333
2742,1.33333
2745,1.33333
2748,1.33333
2751,1.33333
2754,1.33333
2757,1.33333
2760,1.33333
2763,1.33333
2766,1.33333
2769,1.33333
2772,1.33333
2775,1.33333
2778,1.33333
2781,1.33333
2784,1.33333
2787,1.33333
2790,1.33333
2793,1.33333
2796,1.33333
2799,1.33333
2802,1.33333
2805,1.33333
2808,1.33333
2811,1.33333
2814,1.33333
2817,1.33333
2820,1.33333
2823,1.33333
2826,1.33333
2829,1.33333
2832,1.33333
2835,1.33333
2838,1.33333
2841,1.33333
2844,1.33333
2847,1.33333
2850,1.33333
2853,1.33333
2856,1.33333
2859,1.33333
2862,1.33333
2865,1.33333
2868,1.33333
2871,1.33333
2874,1.33333
2877,1.33333
2880,1.33333
2883,1.33333
2886,1.33333
2889,1.33333
2892,1.33333
2895,1.33333
2898,1.33333
2901,1.33333
2904,1.33333
2907,1.33333
2910,1.33333
2913,1.33333
2916,1.33333
2919,1.33333
2922,1.33333
2925,1.33333
2928,1.33333
2931,1.33333
2934,1.33333
2937,1.33333
2940,1.33333
2943,1.33333
2946,1.33333
2949,1.33333
2952,1.33333
2955,1.33333
2958,1.33333
2961,1.33333
2964,1.33333
2967,1.33333
2970,1.33333
2973,1.33333
2976,1.33333
2979,1.33333
2982,1.33333
2985,1.33333
2988,1.33333
2991,1.33333
2994,1.33333
2997,1.33333
3000,1.33333
3003,1.33333
3006,1.33333
3009,1.33333
3012,1.33333
3015,1.33333
3018,1.33333
3021,1.33333
3024,1.33333
3027,1.33333
3030,1.33333
3033,1.33333
3036,1.33333
3039,1.33333
3042,1.33333
3045,1.33333
3048,1.33333
3051,1.33333
3054,1.33333
3057,1.33333
3060,1.33333
3063,1.33333
3066,1.33333
3069,1.33333
3072,1.33333
3075,1.33333
3078,1.33333
3081,1.33333
3084,1.33333
3087,1.33333
3090,1.33333
3093,1.33333
3096,1.33333
3099,1.33333
3102,1.33333
3105,1.33333
3108,1.33333
3111,1.33333
3114,1.33333
3117,1.33333
3120,1.33333
3123,1.33333
3126,1.33333
3129,1.33333
3132,1.33333
3135,1.33333
3138,1.33333
3141,1.33333
3144,1.33333
3147,1.33333
3150,1.33333
3153,1.33333
3156,1.33333
3159,1.33333
3162,1.33333
3165,1.33333
3168,1.33333
3171,1.33333
3174,1.33333
3177,1.33333
3180,1.33333
3183,1.33333
3186,1.33333
3189,1.33333
3192,1.33333
3195,1.33333
3198,1.33333
3201,1.33333
3204,1.33333
3207,1.33333
3210,1.33333
3213,1.33333
3216,1.33333
3219,1.33333
3222,1.33333
3225,1.33333
3228,1.33333
3231,1.33333
3234,1.33333
3237,1.33333
3240,1.33333
3243,1.33333
3246,1.33333
3249,1.33333
3252,1.33333
3255,1.33333
3258,1.33333
3261,1.33333
3264,1.33333
3267,1.33333
3270,1.33333
3273,1.33333
3276,1.33333
3279,1.33333
3282,1.33333
3285,1.33333
3288,1.33333
3291,1.33333
3294,1.33333
3297,1.33333
3300,1.33333
3303,1.33333
3306,1.33333
3309,1.33333
3312,1.33333
3315,1.33333
3318,1.33333
3321,1.33333
3324,1.33333
3327,1.33333
3330,1.33333
3333,1.33333
3336,1.33333
3339,1.33333
3342,1.33333
3345,1.33333
3348,1.33333
3351,1.33333
3354,1.33333
3357,1.33333
3360,1.33333
3363,1.33333
3366,1.33333
3369,1.33333
3372,1.33333
3375,1.33333
3378,1.33333
3381,1.33333
3384,1.33333
3387,1.33333
3390,1.33333
3393,1.33333
3396,1.33333
3399,1.33333
3402,1.33333
3405,1.33333
3408,1.33333
3411,1.33333
3414,1.33333
3417,1.33333
3420,1.33333
3423,1.33333
3426,1.33333
3429,1.33333
3432,1.33333
3435,1.33333
3438,1.33333
3441,1.33333
3444,1.33333
3447,1.33333
3450,1.33333
3453,1.33333
3456,1.33333
3459,1.33333
3462,1.33333
3465,1.33333
3468,1.33333
3471,1.33333
3474,1.33333
3477,1.33333
3480,1.33333
3483,1.33333
3486,1.33333
3489,1.33333
3492,1.33333
3495,1.33333
3498,1.33333
3501,1.33333
3504,1.33333
3507,1.33333
3510,1.33333
3513,1.33333
3516,1.33333
3519,1.33333
3522,1.33333
3525,1.33333
3528,1.33333
3531,1.33333
3534,1.33333
3537,1.33333
3540,1.33333
3543,1.33333
3546,1.33333
3549,1.33333
3552,1.33333
3555,1.33333
3558,1.33333
3561,1.33333
3564,1.33333
3567,1.33333
3570,1.33333
3573,1.33333
3576,1.33333
3579,1.33333
3582,1.33333
3585,1.33333
3588,1.33333
3591,1.33333
3594,1.33333
3597,1.33333
3600,1.33333
3603,1.33333
3606,1.33333
3609,1.33333
3612,1.33333
3615,1.33333
3618,1.33333
3621,1.33333
3624,1.33333
3627,1.33333
3630,1.33333
3633,1.33333
3636,1.33333
3639,1.33333
3642,1.33333
3645,1.33333
3648,1.33333
3651,1.33333
3654,1.33333
3657,1.33333
3660,1.33333
3663,1.33333
3666,1.33333
3669,1.33333
3672,1.33333
3675,1.33333
3678,1.33333
3681,1.33333
3684,1.33333
3687,1.33333
3690,1.33333
3693,1.33333
3696,1.33333
3699,1.33333
3702,1.33333
3705,1.33333
3708,1.33333
3711,1.33333
3714,1.33333
3717,1.33333
3720,1.33333
3723,1.33333
3726,1.33333
3729,1.33333
3732,1.33333
3735,1.33333
3738,1.33333
3741,1.33333
3744,1.33333
3747,1.33333
3750,1.33333
3753,1.33333
3756,1.33333
3759,1.33333
3762,1.33333
3765,1.33333
3768,1.33333
3771,1.33333
3774,1.33333
3777,1.33333
3780,1.33333
3783,1.33333
3786,1.33333
3789,1.33333
3792,1.33333
3795,1.33333
3798,1.33333
3801,1.33333
3804,1.33333
3807,1.33333
3810,1.33333
3813,1.33333
3816,1.33333
3819,1.33333
3822,1.33333
3825,1.33333
3828,1.33333
3831,1.33333
3834,1.33333
3837,1.33333
3840,1.33333
3843,1.33333
3846,1.33333
3849,1.33333
3852,1.33333
3855,1.33333
3858,1.33333
3861,1.33333
3864,1.33333
3867,1.33333
3870,1.33333
3873,1.33333
3876,1.33333
3879,1.33333
3882,1.33333
3885,1.33333
3888,1.33333
3891,1.33333
3894,1.33333
3897,1.33333
3900,1.33333
3903,1.33333
3906,1.33333
3909,1.33333
3912,1.33333
3915,1.33333
3918,1.33333
3921,1.33333
3924,1.33333
3927,1.33333
3930,1.33333
3933,1.33333
3936,1.33333
3939,1.33333
3942,1.33333
3945,1.33333
3948,1.33333
3951,1.33333
3954,1.33333
3957,1.33333
3960,1.33333
3963,1.33333
3966,1.33333
3969,1.33333
3972,1.33333
3975,1.33333
3978,1.33333
3981,1.33333
3984,1.33333
3987,1.33333
3990,1.33333
3993,1.33333
3996,1.33333
3999,1.33333
4002,1.33333
4005,1.33333
4008,1.33333
4011,1.33333
4014,1.33333
4017,1.33333
4020,1.33333
4023,1.33333
4026,1.33333
4029,1.33333
4032,1.33333
4035,1.33333
4038,1.33333
4041,1.33333
4044,1.33333
4047,1.33333
4050,1.33333
4053,1.33333
4056,1.33333
4059,1.33333
4062,1.33333
4065,1.33333
4068,1.33333
4071,1.33333
4074,1.33333
4077,1.33333
4080,1.33333
4083,1.33333
4086,1.33333
4089,1.33333
4092,1.33333
4095,1.33333
4098,1.33333
4101,1.33333
4104,1.33333
4107,1.33333
4110,1.33333
4113,1.33333
4116,1.33333
4119,1.33333
4122,1.33333
4125,1.33333
4128,1.33333
4131,1.33333
4134,1.33333
4137,1.33333
4140,1.33333
4143,1.33333
4146,1.33333
4149,1.33333
4152,1.33333
4155,1.33333
4158,1.33333
4161,1.33333
4164,1.33333
4167,1.33333
4170,1.33333
4173,1.33333
4176,1.33333
4179,1.33333
4182,1.33333
4185,1.33333
4188,1.33333
4191,1.33333
4194,1.33333
4197,1.33333
4200,1.33333
4203,1.33333
4206,1.33333
4209,1.33333
4212,1.33333
4215,1.33333
4218,1.33333
4221,1.33333
4224,1.33333
4227,1.33333
4230,1.33333
4233,1.33333
4236,1.33333
4239,1.33333
4242,1.33333
4245,1.33333
4248,1.33333
4251,1.33333
4254,1.33333
4257,1.33333
4260,1.33333
4263,1.33333
4266,1.33333
4269,1.33333
4272,1.33333
4275,1.33333
4278,1.33333
4281,1.33333
4284,1.33333
4287,1.33333
4290,1.33333
4293,1.33333
4296,1.33333
4299,1.33333
4302,1.33333
4305,1.33333
4308,1.33333
4311,1.33333
4314,1.33333
4317,1.33333
4320,1.33333
4323,1.33333
4326,1.33333
4329,1.33333
4332,1.33333
4335,1.33333
4338,1.33333
4341,1.33333
4344,1.33333
4347,1.33333
4350,1.33333
4353,1.33333
4356,1.33333
4359,1.33333
4362,1.33333
4365,1.33333
4368,1.33333
4371,1.33333
4374,1.33333
4377,1.33333
4380,1.33333
4383,1.33333
4386,1.33333
4389,1.33333
4392,1.33333
4395,1.33333
4398,1.33333
4401,1.33333
4404,1.33333
4407,1.33333
4410,1.33333
4413,1.33333
4416,1.33333
4419,1.33333
4422,1.33333
4425,1.33333
4428,1.33333
4431,1.33333
4434,1.33333
4437,1.33333
4440,1.33333
4443,1.33333
4446,1.33333
4449,1.33333
4452,1.33333
4455,1.33333
4458,1.33333
4461,1.33333
4464,1.33333
4467,1.33333
4470,1.33333
4473,1.33333
4476,1.33333
4479,1.33333
4482,1.33333
4485,1.33333
4488,1.33333
4491,1.33333
4494,1.33333
4497,1.33333
4500,1.33333
4503,1.33333
4506,1.33333
4509,1.33333
4512,1.33333
4515,1.33333
4518,1.33333
4521,1.33333
4524,1.33333
4527,1.33333
4530,1.33333
4533,1.33333
4536,1.33333
4539,1.33333
4542,1.33333
4545,1.33333
4548,1.33333
4551,1.33333
4554,1.33333
4557,1.33333
4560,1.33333
4563,1.33333
4566,1.33333
4569,1.33333
4572,1.33333
4575,1.33333
4578,1.33333
4581,1.33333
4584,1.33333
4587,1.33333
4590,1.33333
4593,1.33333
4596,1.33333
4599,1.33333
4602,1.33333
4605,1.33333
4608,1.33333
4611,1.33333
4614,1.33333
4617,1.33333
4620,1.33333
4623,1.33333
4626,1.33333
4629,1.33333
4632,1.33333
4635,1.33333
4638,1.33333
4641,1.33333
4644,1.33333
4647,1.33333
4650,1.33333
4653,1.33333
4656,1.33333
4659,1.33333
4662,1.33333
4665,1.33333
4668,1.33333
4671,1.33333
4674,1.33333
4677,1.33333
4680,1.33333
4683,1.33333
4686,1.33333
4689,1.33333
4692,1.33333
4695,1.33333
4698,1.33333
4701,1.33333
4704,1.33333
4707,1.33333
4710,1.33333
4713,1.33333
4716,1.33333
4719,1.33333
4722,1.33333
4725,1.33333
4728,1.33333
4731,1.33333
4734,1.33333
4737,1.33333
4740,1.33333
4743,1.33333
4746,1.33333
4749,1.33333
4752,1.33333
4755,1.33333
4758,1.33333
4761,1.33333
4764,1.33333
4767,1.33333
4770,1.33333
4773,1.33333
4776,1.33333
4779,1.33333
4782,1.33333
4785,1.33333
4788,1.33333
4791,1.33333
4794,1.33333
4797,1.33333
4800,1.33333
4803,1.33333
4806,1.33333
4809,1.33333
4812,1.33333
4815,1.33333
4818,1.33333
4821,1.33333
4824,1.33333
4827,1.33333
4830,1.33333
4833,1.33333
4836,1.33333
4839,1.33333
4842,1.33333
4845,1.33333
4848,1.33333
4851,1.33333
4854,1.33333
4857,1.33333
4860,1.33333
4863,1.33333
4866,1.33333
4869,1.33333
4872,1.33333
4875,1.33333
4878,1.33333
4881,1.33333
4884,1.33333
4887,1.33333
4890,1.33333
4893,1.33333
4896,1.33333
4899,1.33333
4902,1.33333
4905,1.33333
4908,1.33333
4911,1.33333
4914,1.33333
4917,1.33333
4920,1.33333
4923,1.33333
4926,1.33333
4929,1.33333
4932,1.33333
4935,1.33333
4938,1.33333
4941,1.33333
4944,1.33333
4947,1.33333
4950,1.33333
4953,1.33333
4956,1.33333
4959,1.33333
4962,1.33333
4965,1.33333
4968,1.33333
4971,1.33333
4974,1.33333
4977,1.33333
4980,1.33333
4983,1.33333
4986,1.33333
4989,1.33333
4992,1.33333
4995,1.33333
4998,1.33333
5001,1.33333
5004,1.33333
5007,1.33333
5010,1.33333
5013,1.33333
5016,1.33333
5019,1.33333
5022,1.33333
5025,1.33333
5028,1.33333
5031,1.33333
5034,1.33333
5037,1.33333
5040,1.33333
5043,1.33333
5046,1.33333
5049,1.33333
5052,1.33333
5055,1.33333
5058,1.33333
5061,1.33333
5064,1.33333
5067,1.33333
5070,1.33333
5073,1.33333
5076,1.33333
5079,1.33333
5082,1.33333
5085,1.33333
5088,1.33333
5091,1.33333
5094,1.33333
5097,1.33333
5100,1.33333
5103,1.33333
5106,1.33333
5109,1.33333
5112,1.33333
5115,1.33333
5118,1.33333
5121,1.33333
5124,1.33333
5127,1.33333
5130,1.33333
5133,1.33333
5136,1.33333
5139,1.33333
5142,1.33333
5145,1.33333
5148,1.33333
5151,1.33333
5154,1.33333
5157,1.33333
5160,1.33333
5163,1.33333
5166,1.33333
5169,1.33333
5172,1.33333
5175,1.33333
5178,1.33333
5181,1.33333
5184,1.33333
5187,1.33333
5190,1.33333
5193,1.33333
5196,1.33333
5199,1.33333
5202,1.33333
5205,1.33333
5208,1.33333
5211,1.33333
5214,1.33333
5217,1.33333
5220,1.33333
5223,1.33333
5226,1.33333
5229,1.33333
5232,1.33333
5235,1.33333
5238,1.33333
5241,1.33333
5244,1.33333
5247,1.33333
5250,1.33333
5253,1.33333
5256,1.33333
5259,1.33333
5262,1.33333
5265,1.33333
5268,1.33333
5271,1.33333
5274,1.33333
5277,1.33333
5280,1.33333
5283,1.33333
5286,1.33333
5289,1.33333
5292,1.33333
5295,1.33333
5298,1.33333
5301,1.33333
5304,1.33333
5307,1.33333
5310,1.33333
5313,1.33333
5316,1.33333
5319,1.33333
5322,1.33333
5325,1.33333
5328,1.33333
5331,1.33333
5334,1.33333
5337,1.33333
5340,1.33333
5343,1.33333
5346,1.33333
5349,1.33333
5352,1.33333
5355,1.33333
5358,1.33333
5361,1.33333
5364,1.33333
5367,1.33333
